thread,1,0.030440,0.000440
thread,1,0.030434,0.000434
thread,1,0.030465,0.000465
thread,1,0.030356,0.000356
thread,1,0.030261,0.000261
thread,1,0.030367,0.000367
thread,1,0.030445,0.000445
thread,1,0.030253,0.000253
thread,1,0.030258,0.000258
thread,1,0.030214,0.000214
thread,1,0.030395,0.000395
thread,1,0.030491,0.000491
thread,1,0.030248,0.000248
thread,1,0.030277,0.000277
thread,1,0.030310,0.000310
thread,1,0.030262,0.000262
thread,1,0.030461,0.000461
thread,1,0.030365,0.000365
thread,1,0.030450,0.000450
thread,1,0.030238,0.000238
thread,1,0.030235,0.000235
thread,1,0.030544,0.000544
thread,1,0.030295,0.000295
thread,1,0.030189,0.000189
thread,1,0.030386,0.000386
thread,1,0.030262,0.000262
thread,1,0.030199,0.000199
thread,1,0.030191,0.000191
thread,1,0.030448,0.000448
thread,1,0.030445,0.000445
thread,1,0.030493,0.000493
thread,1,0.030298,0.000298
thread,1,0.030484,0.000484
thread,1,0.030536,0.000536
thread,1,0.030440,0.000440
thread,1,0.030457,0.000457
thread,1,0.030251,0.000251
thread,1,0.030472,0.000472
thread,1,0.030488,0.000488
thread,1,0.030503,0.000503
thread,1,0.030293,0.000293
thread,1,0.030453,0.000453
thread,1,0.030298,0.000298
thread,1,0.030234,0.000234
thread,1,0.030310,0.000310
thread,1,0.030528,0.000528
thread,1,0.030283,0.000283
thread,1,0.030233,0.000233
thread,1,0.030198,0.000198
thread,1,0.030260,0.000260
thread,1,0.030465,0.000465
thread,1,0.030324,0.000324
thread,1,0.030486,0.000486
thread,1,0.030400,0.000400
thread,1,0.030316,0.000316
thread,1,0.030523,0.000523
thread,1,0.030417,0.000417
thread,1,0.030385,0.000385
thread,1,0.030277,0.000277
thread,1,0.030555,0.000555
thread,1,0.030406,0.000406
thread,1,0.030475,0.000475
thread,1,0.030543,0.000543
thread,1,0.030381,0.000381
thread,1,0.030283,0.000283
thread,1,0.030197,0.000197
thread,1,0.030449,0.000449
thread,1,0.030450,0.000450
thread,1,0.030339,0.000339
thread,1,0.030310,0.000310
thread,1,0.030314,0.000314
thread,1,0.030332,0.000332
thread,1,0.030322,0.000322
thread,1,0.030530,0.000530
thread,1,0.030330,0.000330
thread,1,0.030274,0.000274
thread,1,0.030554,0.000554
thread,1,0.030243,0.000243
thread,1,0.030499,0.000499
thread,1,0.030216,0.000216
thread,1,0.030289,0.000289
thread,1,0.030370,0.000370
thread,1,0.030467,0.000467
thread,1,0.030332,0.000332
thread,1,0.030501,0.000501
thread,1,0.030275,0.000275
thread,1,0.030314,0.000314
thread,1,0.030329,0.000329
thread,1,0.030504,0.000504
thread,1,0.030180,0.000180
thread,1,0.030219,0.000219
thread,1,0.030313,0.000313
thread,1,0.030340,0.000340
thread,1,0.030520,0.000520
thread,1,0.030351,0.000351
thread,1,0.030428,0.000428
thread,1,0.030302,0.000302
thread,1,0.030466,0.000466
thread,1,0.030432,0.000432
thread,1,0.030301,0.000301
thread,1,0.030487,0.000487
thread,1,0.030341,0.000341
thread,1,0.030597,0.000597
thread,1,0.030231,0.000231
thread,1,0.030484,0.000484
thread,1,0.030444,0.000444
thread,1,0.030391,0.000391
thread,1,0.030244,0.000244
thread,1,0.030289,0.000289
thread,1,0.030373,0.000373
thread,1,0.030336,0.000336
thread,1,0.030269,0.000269
thread,1,0.030283,0.000283
thread,1,0.030665,0.000665
thread,1,0.030562,0.000562
thread,1,0.030291,0.000291
