Thread, Chamada, T(k), Jitter(k)
Simulacao, 663, 0.010152, 0.000152
Simulacao, 664, 0.010339, 0.000339
Simulacao, 665, 0.010368, 0.000368
Simulacao, 666, 0.010493, 0.000493
Simulacao, 667, 0.010386, 0.000386
Simulacao, 668, 0.010192, 0.000192
Simulacao, 669, 0.010413, 0.000413
Simulacao, 670, 0.010389, 0.000389
Simulacao, 671, 0.010391, 0.000391
Simulacao, 672, 0.010500, 0.000500
Simulacao, 673, 0.010516, 0.000516
Simulacao, 674, 0.010470, 0.000470
Simulacao, 675, 0.010194, 0.000194
Simulacao, 676, 0.010389, 0.000389
Simulacao, 677, 0.010819, 0.000819
Simulacao, 678, 0.010417, 0.000417
Simulacao, 679, 0.010405, 0.000405
Simulacao, 680, 0.010222, 0.000222
Simulacao, 681, 0.010458, 0.000458
Simulacao, 682, 0.010470, 0.000470
Simulacao, 683, 0.010368, 0.000368
Simulacao, 684, 0.010260, 0.000260
Simulacao, 685, 0.010517, 0.000517
Simulacao, 686, 0.010155, 0.000155
Simulacao, 687, 0.010249, 0.000249
Simulacao, 688, 0.010474, 0.000474
Simulacao, 689, 0.010158, 0.000158
Simulacao, 690, 0.010451, 0.000451
Simulacao, 691, 0.010468, 0.000468
Simulacao, 692, 0.010220, 0.000220
Simulacao, 693, 0.010516, 0.000516
Simulacao, 694, 0.010280, 0.000280
Simulacao, 695, 0.010242, 0.000242
Simulacao, 696, 0.010468, 0.000468
Simulacao, 697, 0.010208, 0.000208
Simulacao, 698, 0.010186, 0.000186
Simulacao, 699, 0.010509, 0.000509
Simulacao, 700, 0.010194, 0.000194
Simulacao, 701, 0.010148, 0.000148
Simulacao, 702, 0.010419, 0.000419
Simulacao, 703, 0.010374, 0.000374
Simulacao, 704, 0.010223, 0.000223
Simulacao, 705, 0.010479, 0.000479
Simulacao, 706, 0.010463, 0.000463
Simulacao, 707, 0.010432, 0.000432
Simulacao, 708, 0.010373, 0.000373
Simulacao, 709, 0.010542, 0.000542
Simulacao, 710, 0.010351, 0.000351
Simulacao, 711, 0.010214, 0.000214
Simulacao, 712, 0.010219, 0.000219
Simulacao, 713, 0.010235, 0.000235
Simulacao, 714, 0.010445, 0.000445
Simulacao, 715, 0.010411, 0.000411
Simulacao, 716, 0.010359, 0.000359
Simulacao, 717, 0.010403, 0.000403
Simulacao, 718, 0.010468, 0.000468
Simulacao, 719, 0.010406, 0.000406
Simulacao, 720, 0.010488, 0.000488
Simulacao, 721, 0.010279, 0.000279
Simulacao, 722, 0.010214, 0.000214
Simulacao, 723, 0.010203, 0.000203
Simulacao, 724, 0.010238, 0.000238
Simulacao, 725, 0.010168, 0.000168
Simulacao, 726, 0.010425, 0.000425
Simulacao, 727, 0.010184, 0.000184
Simulacao, 728, 0.010473, 0.000473
Simulacao, 729, 0.010390, 0.000390
Simulacao, 730, 0.010429, 0.000429
Simulacao, 731, 0.010379, 0.000379
Simulacao, 732, 0.010314, 0.000314
Simulacao, 733, 0.010470, 0.000470
Simulacao, 734, 0.010375, 0.000375
Simulacao, 735, 0.010218, 0.000218
Simulacao, 736, 0.010349, 0.000349
Simulacao, 737, 0.010534, 0.000534
Simulacao, 738, 0.010484, 0.000484
Simulacao, 739, 0.010496, 0.000496
Simulacao, 740, 0.010478, 0.000478
Simulacao, 741, 0.010363, 0.000363
Simulacao, 742, 0.010481, 0.000481
Simulacao, 743, 0.010452, 0.000452
Simulacao, 744, 0.010492, 0.000492
Simulacao, 745, 0.010245, 0.000245
Simulacao, 746, 0.010369, 0.000369
Simulacao, 747, 0.010484, 0.000484
Simulacao, 748, 0.010294, 0.000294
Simulacao, 749, 0.010231, 0.000231
Simulacao, 750, 0.010231, 0.000231
Simulacao, 751, 0.010177, 0.000177
Simulacao, 752, 0.010407, 0.000407
Simulacao, 753, 0.010378, 0.000378
Simulacao, 754, 0.010096, 0.000096
Simulacao, 755, 0.010395, 0.000395
Simulacao, 756, 0.010393, 0.000393
Simulacao, 757, 0.010288, 0.000288
Simulacao, 758, 0.010417, 0.000417
Simulacao, 759, 0.010455, 0.000455
Simulacao, 760, 0.010207, 0.000207
Simulacao, 761, 0.010180, 0.000180
Simulacao, 762, 0.010463, 0.000463
Simulacao, 763, 0.010384, 0.000384
Simulacao, 764, 0.010418, 0.000418
Simulacao, 765, 0.010469, 0.000469
Simulacao, 766, 0.010236, 0.000236
Simulacao, 767, 0.010363, 0.000363
Simulacao, 768, 0.010477, 0.000477
Simulacao, 769, 0.010461, 0.000461
Simulacao, 770, 0.010229, 0.000229
Simulacao, 771, 0.010414, 0.000414
Simulacao, 772, 0.010473, 0.000473
Simulacao, 773, 0.010193, 0.000193
Simulacao, 774, 0.010416, 0.000416
Simulacao, 775, 0.010187, 0.000187
Simulacao, 776, 0.010501, 0.000501
Simulacao, 777, 0.010359, 0.000359
Simulacao, 778, 0.010214, 0.000214
Simulacao, 779, 0.010189, 0.000189
Simulacao, 780, 0.010212, 0.000212
Simulacao, 781, 0.010200, 0.000200
Simulacao, 782, 0.010412, 0.000412
Simulacao, 783, 0.010264, 0.000264
Simulacao, 784, 0.010146, 0.000146
Simulacao, 785, 0.010257, 0.000257
Simulacao, 786, 0.010397, 0.000397
Simulacao, 787, 0.010245, 0.000245
Simulacao, 788, 0.010480, 0.000480
Simulacao, 789, 0.010479, 0.000479
Simulacao, 790, 0.010450, 0.000450
Simulacao, 791, 0.010391, 0.000391
Simulacao, 792, 0.010219, 0.000219
Simulacao, 793, 0.010404, 0.000404
Simulacao, 794, 0.010497, 0.000497
Simulacao, 795, 0.010366, 0.000366
Simulacao, 796, 0.010281, 0.000281
Simulacao, 797, 0.010481, 0.000481
Simulacao, 798, 0.010488, 0.000488
Simulacao, 799, 0.010423, 0.000423
Simulacao, 800, 0.010175, 0.000175
Simulacao, 801, 0.010235, 0.000235
Simulacao, 802, 0.010366, 0.000366
Simulacao, 803, 0.010468, 0.000468
Simulacao, 804, 0.010525, 0.000525
Simulacao, 805, 0.010247, 0.000247
Simulacao, 806, 0.010229, 0.000229
Simulacao, 807, 0.010348, 0.000348
Simulacao, 808, 0.010168, 0.000168
Simulacao, 809, 0.010223, 0.000223
Simulacao, 810, 0.010275, 0.000275
Simulacao, 811, 0.010460, 0.000460
Simulacao, 812, 0.010430, 0.000430
Simulacao, 813, 0.010256, 0.000256
Simulacao, 814, 0.010219, 0.000219
Simulacao, 815, 0.010467, 0.000467
Simulacao, 816, 0.010360, 0.000360
Simulacao, 817, 0.010434, 0.000434
Simulacao, 818, 0.010470, 0.000470
Simulacao, 819, 0.010419, 0.000419
Simulacao, 820, 0.010261, 0.000261
Simulacao, 821, 0.010483, 0.000483
Simulacao, 822, 0.010531, 0.000531
Simulacao, 823, 0.010456, 0.000456
Simulacao, 824, 0.010395, 0.000395
Simulacao, 825, 0.010181, 0.000181
Simulacao, 826, 0.010461, 0.000461
Simulacao, 827, 0.010436, 0.000436
Simulacao, 828, 0.010472, 0.000472
Simulacao, 829, 0.010375, 0.000375
Simulacao, 830, 0.010386, 0.000386
Simulacao, 831, 0.010473, 0.000473
Simulacao, 832, 0.010396, 0.000396
Simulacao, 833, 0.010511, 0.000511
Simulacao, 834, 0.010164, 0.000164
Simulacao, 835, 0.010188, 0.000188
Simulacao, 836, 0.010204, 0.000204
Simulacao, 837, 0.010414, 0.000414
Simulacao, 838, 0.010394, 0.000394
Simulacao, 839, 0.010139, 0.000139
Simulacao, 840, 0.010166, 0.000166
Simulacao, 841, 0.010248, 0.000248
Simulacao, 842, 0.010392, 0.000392
Simulacao, 843, 0.010222, 0.000222
Simulacao, 844, 0.010185, 0.000185
Simulacao, 845, 0.010527, 0.000527
Simulacao, 846, 0.010450, 0.000450
Simulacao, 847, 0.010455, 0.000455
Simulacao, 848, 0.010302, 0.000302
Simulacao, 849, 0.010381, 0.000381
Simulacao, 850, 0.010178, 0.000178
Simulacao, 851, 0.010454, 0.000454
Simulacao, 852, 0.010339, 0.000339
Simulacao, 853, 0.010168, 0.000168
Simulacao, 854, 0.010475, 0.000475
Simulacao, 855, 0.010489, 0.000489
Simulacao, 856, 0.010458, 0.000458
Simulacao, 857, 0.010242, 0.000242
Simulacao, 858, 0.010439, 0.000439
Simulacao, 859, 0.010173, 0.000173
Simulacao, 860, 0.010121, 0.000121
Simulacao, 861, 0.010146, 0.000146
Simulacao, 862, 0.010375, 0.000375
Simulacao, 863, 0.010487, 0.000487
Simulacao, 864, 0.010441, 0.000441
Simulacao, 865, 0.010167, 0.000167
Simulacao, 866, 0.010199, 0.000199
Simulacao, 867, 0.010431, 0.000431
Simulacao, 868, 0.010283, 0.000283
Simulacao, 869, 0.010416, 0.000416
Simulacao, 870, 0.010432, 0.000432
Simulacao, 871, 0.010452, 0.000452
Simulacao, 872, 0.010459, 0.000459
Simulacao, 873, 0.010389, 0.000389
Simulacao, 874, 0.010427, 0.000427
Simulacao, 875, 0.010141, 0.000141
Simulacao, 876, 0.010477, 0.000477
Simulacao, 877, 0.010361, 0.000361
Simulacao, 878, 0.010384, 0.000384
Simulacao, 879, 0.010403, 0.000403
Simulacao, 880, 0.010175, 0.000175
Simulacao, 881, 0.010478, 0.000478
Simulacao, 882, 0.010420, 0.000420
Simulacao, 883, 0.010420, 0.000420
Simulacao, 884, 0.010499, 0.000499
Simulacao, 885, 0.010476, 0.000476
Simulacao, 886, 0.010240, 0.000240
Simulacao, 887, 0.010360, 0.000360
Simulacao, 888, 0.010408, 0.000408
Simulacao, 889, 0.010437, 0.000437
Simulacao, 890, 0.010215, 0.000215
Simulacao, 891, 0.010494, 0.000494
Simulacao, 892, 0.010390, 0.000390
Simulacao, 893, 0.010401, 0.000401
Simulacao, 894, 0.010253, 0.000253
Simulacao, 895, 0.010210, 0.000210
Simulacao, 896, 0.010432, 0.000432
Simulacao, 897, 0.010376, 0.000376
Simulacao, 898, 0.010302, 0.000302
Simulacao, 899, 0.010470, 0.000470
Simulacao, 900, 0.010212, 0.000212
Simulacao, 901, 0.010491, 0.000491
Simulacao, 902, 0.010259, 0.000259
Simulacao, 903, 0.010468, 0.000468
Simulacao, 904, 0.010391, 0.000391
Simulacao, 905, 0.010242, 0.000242
Simulacao, 906, 0.010519, 0.000519
Simulacao, 907, 0.010208, 0.000208
Simulacao, 908, 0.010367, 0.000367
Simulacao, 909, 0.010417, 0.000417
Simulacao, 910, 0.010416, 0.000416
Simulacao, 911, 0.010436, 0.000436
Simulacao, 912, 0.010477, 0.000477
Simulacao, 913, 0.010364, 0.000364
Simulacao, 914, 0.010481, 0.000481
Simulacao, 915, 0.010413, 0.000413
Simulacao, 916, 0.010421, 0.000421
Simulacao, 917, 0.010491, 0.000491
Simulacao, 918, 0.010196, 0.000196
Simulacao, 919, 0.010205, 0.000205
Simulacao, 920, 0.010259, 0.000259
Simulacao, 921, 0.010412, 0.000412
Simulacao, 922, 0.010402, 0.000402
Simulacao, 923, 0.010211, 0.000211
Simulacao, 924, 0.010395, 0.000395
Simulacao, 925, 0.010181, 0.000181
Simulacao, 926, 0.010443, 0.000443
Simulacao, 927, 0.010429, 0.000429
Simulacao, 928, 0.010399, 0.000399
Simulacao, 929, 0.010256, 0.000256
Simulacao, 930, 0.010458, 0.000458
Simulacao, 931, 0.010384, 0.000384
Simulacao, 932, 0.010260, 0.000260
Simulacao, 933, 0.010476, 0.000476
Simulacao, 934, 0.010208, 0.000208
Simulacao, 935, 0.010386, 0.000386
Simulacao, 936, 0.010525, 0.000525
Simulacao, 937, 0.010238, 0.000238
Simulacao, 938, 0.010254, 0.000254
Simulacao, 939, 0.010526, 0.000526
Simulacao, 940, 0.010175, 0.000175
Simulacao, 941, 0.010472, 0.000472
Simulacao, 942, 0.010478, 0.000478
Simulacao, 943, 0.010199, 0.000199
Simulacao, 944, 0.010231, 0.000231
Simulacao, 945, 0.010144, 0.000144
Simulacao, 946, 0.010203, 0.000203
Simulacao, 947, 0.010467, 0.000467
Simulacao, 948, 0.010404, 0.000404
Simulacao, 949, 0.010156, 0.000156
Simulacao, 950, 0.010171, 0.000171
Simulacao, 951, 0.010412, 0.000412
Simulacao, 952, 0.010161, 0.000161
Simulacao, 953, 0.010437, 0.000437
Simulacao, 954, 0.010133, 0.000133
Simulacao, 955, 0.010134, 0.000134
Simulacao, 956, 0.010144, 0.000144
Simulacao, 957, 0.010355, 0.000355
Simulacao, 958, 0.010258, 0.000258
Simulacao, 959, 0.010143, 0.000143
Simulacao, 960, 0.010453, 0.000453
Simulacao, 961, 0.010417, 0.000417
Simulacao, 962, 0.010155, 0.000155
Simulacao, 963, 0.010455, 0.000455
Simulacao, 964, 0.010491, 0.000491
Simulacao, 965, 0.010378, 0.000378
Simulacao, 966, 0.010206, 0.000206
Simulacao, 967, 0.010392, 0.000392
Simulacao, 968, 0.010456, 0.000456
Simulacao, 969, 0.010478, 0.000478
Simulacao, 970, 0.010467, 0.000467
Simulacao, 971, 0.010425, 0.000425
Simulacao, 972, 0.010400, 0.000400
Simulacao, 973, 0.010492, 0.000492
Simulacao, 974, 0.010480, 0.000480
Simulacao, 975, 0.010175, 0.000175
Simulacao, 976, 0.010180, 0.000180
Simulacao, 977, 0.010470, 0.000470
Simulacao, 978, 0.010452, 0.000452
Simulacao, 979, 0.010159, 0.000159
Simulacao, 980, 0.010382, 0.000382
Simulacao, 981, 0.010394, 0.000394
Simulacao, 982, 0.010409, 0.000409
Simulacao, 983, 0.010219, 0.000219
Simulacao, 984, 0.010339, 0.000339
Simulacao, 985, 0.010445, 0.000445
Simulacao, 986, 0.010377, 0.000377
Simulacao, 987, 0.010470, 0.000470
Simulacao, 988, 0.010407, 0.000407
Simulacao, 989, 0.010364, 0.000364
Simulacao, 990, 0.010398, 0.000398
Simulacao, 991, 0.010481, 0.000481
Simulacao, 992, 0.010499, 0.000499
Simulacao, 993, 0.010494, 0.000494
Simulacao, 994, 0.010477, 0.000477
Simulacao, 995, 0.010168, 0.000168
Simulacao, 996, 0.010184, 0.000184
Simulacao, 997, 0.010483, 0.000483
Simulacao, 998, 0.010482, 0.000482
Simulacao, 999, 0.010363, 0.000363
Simulacao, 1000, 0.010201, 0.000201
Simulacao, 1001, 0.010465, 0.000465
Simulacao, 1002, 0.010477, 0.000477
Simulacao, 1003, 0.010256, 0.000256
Simulacao, 1004, 0.010471, 0.000471
Simulacao, 1005, 0.010340, 0.000340
Simulacao, 1006, 0.010199, 0.000199
Simulacao, 1007, 0.010442, 0.000442
Simulacao, 1008, 0.010214, 0.000214
Simulacao, 1009, 0.010335, 0.000335
Simulacao, 1010, 0.010449, 0.000449
Simulacao, 1011, 0.010215, 0.000215
Simulacao, 1012, 0.010211, 0.000211
Simulacao, 1013, 0.010420, 0.000420
Simulacao, 1014, 0.010279, 0.000279
Simulacao, 1015, 0.010205, 0.000205
Simulacao, 1016, 0.010235, 0.000235
Simulacao, 1017, 0.010222, 0.000222
Simulacao, 1018, 0.010215, 0.000215
Simulacao, 1019, 0.010326, 0.000326
Simulacao, 1020, 0.010484, 0.000484
Simulacao, 1021, 0.010420, 0.000420
Simulacao, 1022, 0.010471, 0.000471
Simulacao, 1023, 0.010468, 0.000468
Simulacao, 1024, 0.010431, 0.000431
Simulacao, 1025, 0.010190, 0.000190
Simulacao, 1026, 0.010540, 0.000540
Simulacao, 1027, 0.010530, 0.000530
Simulacao, 1028, 0.010417, 0.000417
Simulacao, 1029, 0.010458, 0.000458
Simulacao, 1030, 0.010365, 0.000365
Simulacao, 1031, 0.010481, 0.000481
Simulacao, 1032, 0.010471, 0.000471
Simulacao, 1033, 0.010158, 0.000158
Simulacao, 1034, 0.010401, 0.000401
Simulacao, 1035, 0.010417, 0.000417
Simulacao, 1036, 0.010431, 0.000431
Simulacao, 1037, 0.010182, 0.000182
Simulacao, 1038, 0.010183, 0.000183
Simulacao, 1039, 0.010531, 0.000531
Simulacao, 1040, 0.010284, 0.000284
Simulacao, 1041, 0.010485, 0.000485
Simulacao, 1042, 0.010477, 0.000477
Simulacao, 1043, 0.010466, 0.000466
Simulacao, 1044, 0.010359, 0.000359
Simulacao, 1045, 0.010387, 0.000387
Simulacao, 1046, 0.010484, 0.000484
Simulacao, 1047, 0.010472, 0.000472
Simulacao, 1048, 0.010484, 0.000484
Simulacao, 1049, 0.010377, 0.000377
Simulacao, 1050, 0.010177, 0.000177
Simulacao, 1051, 0.010469, 0.000469
Simulacao, 1052, 0.010476, 0.000476
Simulacao, 1053, 0.010454, 0.000454
Simulacao, 1054, 0.010403, 0.000403
Simulacao, 1055, 0.010506, 0.000506
Simulacao, 1056, 0.010224, 0.000224
Simulacao, 1057, 0.010389, 0.000389
Simulacao, 1058, 0.010436, 0.000436
Simulacao, 1059, 0.010122, 0.000122
Simulacao, 1060, 0.010318, 0.000318
Simulacao, 1061, 0.010414, 0.000414
Simulacao, 1062, 0.010275, 0.000275
Simulacao, 1063, 0.010427, 0.000427
Simulacao, 1064, 0.010346, 0.000346
Simulacao, 1065, 0.010399, 0.000399
Simulacao, 1066, 0.010487, 0.000487
Simulacao, 1067, 0.010403, 0.000403
Simulacao, 1068, 0.010232, 0.000232
Simulacao, 1069, 0.010480, 0.000480
Simulacao, 1070, 0.010482, 0.000482
Simulacao, 1071, 0.010468, 0.000468
Simulacao, 1072, 0.010492, 0.000492
Simulacao, 1073, 0.010414, 0.000414
Simulacao, 1074, 0.010195, 0.000195
Simulacao, 1075, 0.010175, 0.000175
Simulacao, 1076, 0.010528, 0.000528
Simulacao, 1077, 0.010237, 0.000237
Simulacao, 1078, 0.010417, 0.000417
Simulacao, 1079, 0.010443, 0.000443
Simulacao, 1080, 0.010359, 0.000359
Simulacao, 1081, 0.010458, 0.000458
Simulacao, 1082, 0.010479, 0.000479
Simulacao, 1083, 0.010446, 0.000446
Simulacao, 1084, 0.010359, 0.000359
Simulacao, 1085, 0.010269, 0.000269
Simulacao, 1086, 0.010393, 0.000393
Simulacao, 1087, 0.010399, 0.000399
Simulacao, 1088, 0.010402, 0.000402
Simulacao, 1089, 0.010206, 0.000206
Simulacao, 1090, 0.010446, 0.000446
Simulacao, 1091, 0.010482, 0.000482
Simulacao, 1092, 0.010471, 0.000471
Simulacao, 1093, 0.010475, 0.000475
Simulacao, 1094, 0.010395, 0.000395
Simulacao, 1095, 0.010245, 0.000245
Simulacao, 1096, 0.010129, 0.000129
Simulacao, 1097, 0.010147, 0.000147
Simulacao, 1098, 0.010386, 0.000386
Simulacao, 1099, 0.010209, 0.000209
Simulacao, 1100, 0.010466, 0.000466
Simulacao, 1101, 0.010159, 0.000159
Simulacao, 1102, 0.010338, 0.000338
Simulacao, 1103, 0.010468, 0.000468
Simulacao, 1104, 0.010284, 0.000284
Simulacao, 1105, 0.010448, 0.000448
Simulacao, 1106, 0.010473, 0.000473
Simulacao, 1107, 0.010205, 0.000205
Simulacao, 1108, 0.010414, 0.000414
Simulacao, 1109, 0.010415, 0.000415
Simulacao, 1110, 0.010227, 0.000227
Simulacao, 1111, 0.010363, 0.000363
Simulacao, 1112, 0.010474, 0.000474
Simulacao, 1113, 0.010437, 0.000437
Simulacao, 1114, 0.010203, 0.000203
Simulacao, 1115, 0.010234, 0.000234
Simulacao, 1116, 0.010411, 0.000411
Simulacao, 1117, 0.010447, 0.000447
Simulacao, 1118, 0.010143, 0.000143
Simulacao, 1119, 0.010252, 0.000252
Simulacao, 1120, 0.010391, 0.000391
Simulacao, 1121, 0.010412, 0.000412
Simulacao, 1122, 0.010116, 0.000116
Simulacao, 1123, 0.010351, 0.000351
Simulacao, 1124, 0.010161, 0.000161
Simulacao, 1125, 0.010424, 0.000424
Simulacao, 1126, 0.010309, 0.000309
Simulacao, 1127, 0.010534, 0.000534
Simulacao, 1128, 0.010221, 0.000221
Simulacao, 1129, 0.010391, 0.000391
Simulacao, 1130, 0.010460, 0.000460
Simulacao, 1131, 0.010441, 0.000441
Simulacao, 1132, 0.010474, 0.000474
Simulacao, 1133, 0.010362, 0.000362
Simulacao, 1134, 0.010219, 0.000219
Simulacao, 1135, 0.010549, 0.000549
Simulacao, 1136, 0.010471, 0.000471
Simulacao, 1137, 0.010396, 0.000396
Simulacao, 1138, 0.010404, 0.000404
Simulacao, 1139, 0.010539, 0.000539
Simulacao, 1140, 0.010364, 0.000364
Simulacao, 1141, 0.010446, 0.000446
Simulacao, 1142, 0.010214, 0.000214
Simulacao, 1143, 0.010172, 0.000172
Simulacao, 1144, 0.010391, 0.000391
Simulacao, 1145, 0.010415, 0.000415
Simulacao, 1146, 0.010556, 0.000556
Simulacao, 1147, 0.010192, 0.000192
Simulacao, 1148, 0.010332, 0.000332
Simulacao, 1149, 0.010177, 0.000177
Simulacao, 1150, 0.010497, 0.000497
Simulacao, 1151, 0.010260, 0.000260
Simulacao, 1152, 0.010398, 0.000398
Simulacao, 1153, 0.010476, 0.000476
Simulacao, 1154, 0.010148, 0.000148
Simulacao, 1155, 0.010333, 0.000333
Simulacao, 1156, 0.010335, 0.000335
Simulacao, 1157, 0.010492, 0.000492
Simulacao, 1158, 0.010164, 0.000164
Simulacao, 1159, 0.010407, 0.000407
Simulacao, 1160, 0.010473, 0.000473
Simulacao, 1161, 0.010279, 0.000279
Simulacao, 1162, 0.010375, 0.000375
Simulacao, 1163, 0.010462, 0.000462
Simulacao, 1164, 0.010423, 0.000423
Simulacao, 1165, 0.010483, 0.000483
Simulacao, 1166, 0.010382, 0.000382
Simulacao, 1167, 0.010372, 0.000372
Simulacao, 1168, 0.010481, 0.000481
Simulacao, 1169, 0.010251, 0.000251
Simulacao, 1170, 0.010213, 0.000213
Simulacao, 1171, 0.010369, 0.000369
Simulacao, 1172, 0.010344, 0.000344
Simulacao, 1173, 0.010316, 0.000316
Simulacao, 1174, 0.010199, 0.000199
Simulacao, 1175, 0.010408, 0.000408
Simulacao, 1176, 0.010212, 0.000212
Simulacao, 1177, 0.010123, 0.000123
Simulacao, 1178, 0.010098, 0.000098
Simulacao, 1179, 0.010098, 0.000098
Simulacao, 1180, 0.010100, 0.000100
Simulacao, 1181, 0.010107, 0.000107
Simulacao, 1182, 0.010136, 0.000136
Simulacao, 1183, 0.010110, 0.000110
Simulacao, 1184, 0.010144, 0.000144
Simulacao, 1185, 0.010120, 0.000120
Simulacao, 1186, 0.010118, 0.000118
Simulacao, 1187, 0.010121, 0.000121
Simulacao, 1188, 0.010116, 0.000116
Simulacao, 1189, 0.010117, 0.000117
Simulacao, 1190, 0.010148, 0.000148
Simulacao, 1191, 0.010117, 0.000117
Simulacao, 1192, 0.010100, 0.000100
Simulacao, 1193, 0.010150, 0.000150
Simulacao, 1194, 0.010143, 0.000143
Simulacao, 1195, 0.010134, 0.000134
Simulacao, 1196, 0.010188, 0.000188
Simulacao, 1197, 0.010213, 0.000213
Simulacao, 1198, 0.010159, 0.000159
Simulacao, 1199, 0.010202, 0.000202
Simulacao, 1200, 0.010317, 0.000317
Simulacao, 1201, 0.010318, 0.000318
Simulacao, 1202, 0.010270, 0.000270
Simulacao, 1203, 0.010270, 0.000270
Simulacao, 1204, 0.010439, 0.000439
Simulacao, 1205, 0.010407, 0.000407
Simulacao, 1206, 0.010474, 0.000474
Simulacao, 1207, 0.010474, 0.000474
Simulacao, 1208, 0.010226, 0.000226
Simulacao, 1209, 0.010468, 0.000468
Simulacao, 1210, 0.010475, 0.000475
Simulacao, 1211, 0.010540, 0.000540
Simulacao, 1212, 0.010217, 0.000217
Simulacao, 1213, 0.010386, 0.000386
Simulacao, 1214, 0.010421, 0.000421
Simulacao, 1215, 0.010449, 0.000449
Simulacao, 1216, 0.010419, 0.000419
Simulacao, 1217, 0.010216, 0.000216
Simulacao, 1218, 0.010474, 0.000474
Simulacao, 1219, 0.010484, 0.000484
Simulacao, 1220, 0.010479, 0.000479
Simulacao, 1221, 0.010481, 0.000481
Simulacao, 1222, 0.010489, 0.000489
Simulacao, 1223, 0.010436, 0.000436
Simulacao, 1224, 0.010191, 0.000191
Simulacao, 1225, 0.010470, 0.000470
Simulacao, 1226, 0.010447, 0.000447
Simulacao, 1227, 0.010472, 0.000472
Simulacao, 1228, 0.010349, 0.000349
Simulacao, 1229, 0.010409, 0.000409
Simulacao, 1230, 0.010485, 0.000485
Simulacao, 1231, 0.010202, 0.000202
Simulacao, 1232, 0.010492, 0.000492
Simulacao, 1233, 0.010471, 0.000471
Simulacao, 1234, 0.010400, 0.000400
Simulacao, 1235, 0.010462, 0.000462
Simulacao, 1236, 0.010402, 0.000402
Simulacao, 1237, 0.010249, 0.000249
Simulacao, 1238, 0.010292, 0.000292
Simulacao, 1239, 0.010567, 0.000567
Simulacao, 1240, 0.010204, 0.000204
Simulacao, 1241, 0.010247, 0.000247
Simulacao, 1242, 0.010519, 0.000519
Simulacao, 1243, 0.010461, 0.000461
Simulacao, 1244, 0.010224, 0.000224
Simulacao, 1245, 0.010443, 0.000443
Simulacao, 1246, 0.010472, 0.000472
Simulacao, 1247, 0.010490, 0.000490
Simulacao, 1248, 0.010211, 0.000211
Simulacao, 1249, 0.010187, 0.000187
Simulacao, 1250, 0.010499, 0.000499
Simulacao, 1251, 0.010485, 0.000485
Simulacao, 1252, 0.010192, 0.000192
Simulacao, 1253, 0.010161, 0.000161
Simulacao, 1254, 0.010400, 0.000400
Simulacao, 1255, 0.010414, 0.000414
Simulacao, 1256, 0.010343, 0.000343
Simulacao, 1257, 0.010438, 0.000438
Simulacao, 1258, 0.010534, 0.000534
Simulacao, 1259, 0.010242, 0.000242
Simulacao, 1260, 0.010302, 0.000302
Simulacao, 1261, 0.010389, 0.000389
Simulacao, 1262, 0.010406, 0.000406
Simulacao, 1263, 0.010525, 0.000525
Simulacao, 1264, 0.010219, 0.000219
Simulacao, 1265, 0.010161, 0.000161
Simulacao, 1266, 0.010226, 0.000226
Simulacao, 1267, 0.010405, 0.000405
Simulacao, 1268, 0.010359, 0.000359
Simulacao, 1269, 0.010242, 0.000242
Simulacao, 1270, 0.010384, 0.000384
Simulacao, 1271, 0.010387, 0.000387
Simulacao, 1272, 0.010466, 0.000466
Simulacao, 1273, 0.010345, 0.000345
Simulacao, 1274, 0.010373, 0.000373
Simulacao, 1275, 0.010399, 0.000399
Simulacao, 1276, 0.010425, 0.000425
Simulacao, 1277, 0.010104, 0.000104
Simulacao, 1278, 0.010472, 0.000472
Simulacao, 1279, 0.010381, 0.000381
Simulacao, 1280, 0.010256, 0.000256
Simulacao, 1281, 0.010469, 0.000469
Simulacao, 1282, 0.010511, 0.000511
Simulacao, 1283, 0.010158, 0.000158
Simulacao, 1284, 0.010467, 0.000467
Simulacao, 1285, 0.010374, 0.000374
Simulacao, 1286, 0.010214, 0.000214
Simulacao, 1287, 0.010381, 0.000381
Simulacao, 1288, 0.010477, 0.000477
Simulacao, 1289, 0.010539, 0.000539
Simulacao, 1290, 0.010475, 0.000475
Simulacao, 1291, 0.010460, 0.000460
Simulacao, 1292, 0.010244, 0.000244
Simulacao, 1293, 0.010278, 0.000278
Simulacao, 1294, 0.010413, 0.000413
Simulacao, 1295, 0.010203, 0.000203
Simulacao, 1296, 0.010449, 0.000449
Simulacao, 1297, 0.010477, 0.000477
Simulacao, 1298, 0.010214, 0.000214
Simulacao, 1299, 0.010280, 0.000280
Simulacao, 1300, 0.010442, 0.000442
Simulacao, 1301, 0.010409, 0.000409
Simulacao, 1302, 0.010219, 0.000219
Simulacao, 1303, 0.010473, 0.000473
Simulacao, 1304, 0.010452, 0.000452
Simulacao, 1305, 0.010475, 0.000475
Simulacao, 1306, 0.010212, 0.000212
Simulacao, 1307, 0.010453, 0.000453
Simulacao, 1308, 0.010477, 0.000477
Simulacao, 1309, 0.010245, 0.000245
Simulacao, 1310, 0.010324, 0.000324
Simulacao, 1311, 0.010491, 0.000491
Simulacao, 1312, 0.010488, 0.000488
