Tempo, ymy
13.96, -0.2961
13.97, -0.2992
13.98, -0.3023
13.99, -0.3054
14.00, -0.3085
14.01, -0.3116
14.02, -0.3146
14.03, -0.3177
14.04, -0.3208
14.05, -0.3238
14.06, -0.3268
14.07, -0.3298
14.08, -0.3328
14.09, -0.3358
14.10, -0.3388
14.11, -0.3418
14.12, -0.3447
14.13, -0.3477
14.14, -0.3506
14.15, -0.3535
14.16, -0.3564
14.17, -0.3593
14.18, -0.3622
14.19, -0.3650
14.20, -0.3679
14.21, -0.3707
14.22, -0.3735
14.23, -0.3764
14.24, -0.3791
14.25, -0.3819
14.26, -0.3847
14.27, -0.3875
14.28, -0.3902
14.29, -0.3929
14.30, -0.3956
14.31, -0.3983
14.32, -0.4010
14.33, -0.4037
14.34, -0.4063
14.35, -0.4090
14.36, -0.4116
14.37, -0.4142
14.38, -0.4168
14.39, -0.4194
14.40, -0.4220
14.41, -0.4245
14.42, -0.4271
14.43, -0.4296
14.44, -0.4321
14.45, -0.4346
14.46, -0.4371
14.47, -0.4395
14.48, -0.4420
14.49, -0.4444
14.50, -0.4468
14.51, -0.4492
14.52, -0.4516
14.53, -0.4539
14.54, -0.4563
14.55, -0.4586
14.56, -0.4609
14.57, -0.4632
14.58, -0.4655
14.59, -0.4678
14.60, -0.4700
14.61, -0.4722
14.62, -0.4744
14.63, -0.4766
14.64, -0.4788
14.65, -0.4810
14.66, -0.4831
14.67, -0.4852
14.68, -0.4874
14.69, -0.4894
14.70, -0.4915
14.71, -0.4936
14.72, -0.4956
14.73, -0.4976
14.74, -0.4996
14.75, -0.5016
14.76, -0.5036
14.77, -0.5055
14.78, -0.5075
14.79, -0.5094
14.80, -0.5113
14.81, -0.5131
14.82, -0.5150
14.83, -0.5168
14.84, -0.5187
14.85, -0.5205
14.86, -0.5222
14.87, -0.5240
14.88, -0.5257
14.89, -0.5275
14.90, -0.5292
14.91, -0.5309
14.92, -0.5325
14.93, -0.5342
14.94, -0.5358
14.95, -0.5374
14.96, -0.5390
14.97, -0.5406
14.98, -0.5421
14.99, -0.5437
15.00, -0.5452
15.01, -0.5467
15.02, -0.5482
15.03, -0.5496
15.04, -0.5510
15.05, -0.5525
15.06, -0.5538
15.07, -0.5552
15.08, -0.5566
15.09, -0.5579
15.10, -0.5592
15.11, -0.5605
15.12, -0.5618
15.13, -0.5630
15.14, -0.5643
15.15, -0.5655
15.16, -0.5667
15.17, -0.5679
15.18, -0.5690
15.19, -0.5701
15.20, -0.5713
15.21, -0.5723
15.22, -0.5734
15.23, -0.5745
15.24, -0.5755
15.25, -0.5765
15.26, -0.5775
15.27, -0.5785
15.28, -0.5794
15.29, -0.5803
15.30, -0.5812
15.31, -0.5821
15.32, -0.5830
15.33, -0.5838
15.34, -0.5846
15.35, -0.5854
15.36, -0.5862
15.37, -0.5870
15.38, -0.5877
15.39, -0.5884
15.40, -0.5891
15.41, -0.5898
15.42, -0.5904
15.43, -0.5911
15.44, -0.5917
15.45, -0.5923
15.46, -0.5928
15.47, -0.5934
15.48, -0.5939
15.49, -0.5944
15.50, -0.5949
15.51, -0.5953
15.52, -0.5958
15.53, -0.5962
15.54, -0.5966
15.55, -0.5970
15.56, -0.5973
15.57, -0.5976
15.58, -0.5979
15.59, -0.5982
15.60, -0.5985
15.61, -0.5987
15.62, -0.5990
15.63, -0.5992
15.64, -0.5993
15.65, -0.5995
15.66, -0.5996
15.67, -0.5998
15.68, -0.5998
15.69, -0.5999
15.70, -0.6000
15.71, -0.6000
15.72, -0.6000
15.73, -0.6000
15.74, -0.5999
15.75, -0.5999
15.76, -0.5998
15.77, -0.5997
15.78, -0.5996
15.79, -0.5994
15.80, -0.5993
15.81, -0.5991
15.82, -0.5989
15.83, -0.5986
15.84, -0.5984
15.85, -0.5981
15.86, -0.5978
15.87, -0.5975
15.88, -0.5972
15.89, -0.5968
15.90, -0.5964
15.91, -0.5960
15.92, -0.5956
15.93, -0.5952
15.94, -0.5947
15.95, -0.5942
15.96, -0.5937
15.97, -0.5932
15.98, -0.5926
15.99, -0.5920
16.00, -0.5914
16.01, -0.5908
16.02, -0.5902
16.03, -0.5895
16.04, -0.5888
16.05, -0.5881
16.06, -0.5874
16.07, -0.5867
16.08, -0.5859
16.09, -0.5851
16.10, -0.5843
16.11, -0.5835
16.12, -0.5826
16.13, -0.5818
16.14, -0.5809
16.15, -0.5800
16.16, -0.5790
16.17, -0.5781
16.18, -0.5771
16.19, -0.5761
16.20, -0.5751
16.21, -0.5740
16.22, -0.5730
16.23, -0.5719
16.24, -0.5708
16.25, -0.5697
16.26, -0.5685
16.27, -0.5674
16.28, -0.5662
16.29, -0.5650
16.30, -0.5638
16.31, -0.5625
16.32, -0.5613
16.33, -0.5600
16.34, -0.5587
16.35, -0.5574
16.36, -0.5560
16.37, -0.5547
16.38, -0.5533
16.39, -0.5519
16.40, -0.5505
16.41, -0.5490
16.42, -0.5476
16.43, -0.5461
16.44, -0.5446
16.45, -0.5430
16.46, -0.5415
16.47, -0.5399
16.48, -0.5384
16.49, -0.5368
16.50, -0.5352
16.51, -0.5335
16.52, -0.5319
16.53, -0.5302
16.54, -0.5285
16.55, -0.5268
16.56, -0.5250
16.57, -0.5233
16.58, -0.5215
16.59, -0.5197
16.60, -0.5179
16.61, -0.5161
16.62, -0.5142
16.63, -0.5124
16.64, -0.5105
16.65, -0.5086
16.66, -0.5067
16.67, -0.5047
16.68, -0.5028
16.69, -0.5008
16.70, -0.4988
16.71, -0.4968
16.72, -0.4948
16.73, -0.4927
16.74, -0.4907
16.75, -0.4886
16.76, -0.4865
16.77, -0.4844
16.78, -0.4823
16.79, -0.4801
16.80, -0.4779
16.81, -0.4757
16.82, -0.4735
16.83, -0.4713
16.84, -0.4691
16.85, -0.4668
16.86, -0.4646
16.87, -0.4623
16.88, -0.4600
16.89, -0.4577
16.90, -0.4553
16.91, -0.4530
16.92, -0.4506
16.93, -0.4482
16.94, -0.4458
16.95, -0.4434
16.96, -0.4410
16.97, -0.4385
16.98, -0.4360
16.99, -0.4336
17.00, -0.4311
17.01, -0.4286
17.02, -0.4260
17.03, -0.4235
17.04, -0.4209
17.05, -0.4184
17.06, -0.4158
17.07, -0.4132
17.08, -0.4105
17.09, -0.4079
17.10, -0.4053
17.11, -0.4026
17.12, -0.3999
17.13, -0.3972
17.14, -0.3945
17.15, -0.3918
17.16, -0.3891
17.17, -0.3863
17.18, -0.3836
17.19, -0.3808
17.20, -0.3780
17.21, -0.3752
17.22, -0.3724
17.23, -0.3696
17.24, -0.3667
17.25, -0.3639
17.26, -0.3610
17.27, -0.3581
17.28, -0.3552
17.29, -0.3523
17.30, -0.3494
17.31, -0.3465
17.32, -0.3435
17.33, -0.3406
17.34, -0.3376
17.35, -0.3346
17.36, -0.3316
17.37, -0.3286
17.38, -0.3256
17.39, -0.3226
17.40, -0.3195
17.41, -0.3165
17.42, -0.3134
17.43, -0.3103
17.44, -0.3072
17.45, -0.3041
17.46, -0.3010
17.47, -0.2979
17.48, -0.2948
17.49, -0.2916
17.50, -0.2885
17.51, -0.2853
17.52, -0.2822
17.53, -0.2790
17.54, -0.2758
17.55, -0.2726
17.56, -0.2694
17.57, -0.2661
17.58, -0.2629
17.59, -0.2597
17.60, -0.2564
17.61, -0.2532
17.62, -0.2499
17.63, -0.2466
17.64, -0.2433
17.65, -0.2400
17.66, -0.2367
17.67, -0.2334
17.68, -0.2301
17.69, -0.2268
17.70, -0.2234
17.71, -0.2201
17.72, -0.2167
17.73, -0.2134
17.74, -0.2100
17.75, -0.2066
17.76, -0.2032
17.77, -0.1999
17.78, -0.1965
17.79, -0.1930
17.80, -0.1896
17.81, -0.1862
17.82, -0.1828
17.83, -0.1794
17.84, -0.1759
17.85, -0.1725
17.86, -0.1690
17.87, -0.1656
17.88, -0.1621
17.89, -0.1586
17.90, -0.1552
17.91, -0.1517
17.92, -0.1482
17.93, -0.1447
17.94, -0.1412
17.95, -0.1377
17.96, -0.1342
17.97, -0.1307
17.98, -0.1272
17.99, -0.1237
18.00, -0.1201
18.01, -0.1166
18.02, -0.1131
18.03, -0.1095
18.04, -0.1060
18.05, -0.1024
18.06, -0.0989
18.07, -0.0953
18.08, -0.0918
18.09, -0.0882
18.10, -0.0847
18.11, -0.0811
18.12, -0.0775
18.13, -0.0740
18.14, -0.0704
18.15, -0.0668
18.16, -0.0632
18.17, -0.0596
18.18, -0.0561
18.19, -0.0525
18.20, -0.0489
18.21, -0.0453
18.22, -0.0417
18.23, -0.0381
18.24, -0.0345
18.25, -0.0309
18.26, -0.0273
18.27, -0.0237
18.28, -0.0201
18.29, -0.0165
18.30, -0.0129
18.31, -0.0093
18.32, -0.0057
18.33, -0.0021
18.34, 0.0015
18.35, 0.0051
18.36, 0.0087
18.37, 0.0123
18.38, 0.0159
18.39, 0.0195
18.40, 0.0230
18.41, 0.0266
18.42, 0.0302
18.43, 0.0338
18.44, 0.0374
18.45, 0.0410
18.46, 0.0446
18.47, 0.0482
18.48, 0.0518
18.49, 0.0554
18.50, 0.0590
18.51, 0.0625
18.52, 0.0661
18.53, 0.0697
18.54, 0.0733
18.55, 0.0768
18.56, 0.0804
18.57, 0.0840
18.58, 0.0875
18.59, 0.0911
18.60, 0.0947
18.61, 0.0982
18.62, 0.1018
18.63, 0.1053
18.64, 0.1088
18.65, 0.1124
18.66, 0.1159
18.67, 0.1195
18.68, 0.1230
18.69, 0.1265
18.70, 0.1300
18.71, 0.1335
18.72, 0.1370
18.73, 0.1405
18.74, 0.1440
18.75, 0.1475
18.76, 0.1510
18.77, 0.1545
18.78, 0.1580
18.79, 0.1614
18.80, 0.1649
18.81, 0.1684
18.82, 0.1718
18.83, 0.1753
18.84, 0.1787
18.85, 0.1821
18.86, 0.1856
18.87, 0.1890
18.88, 0.1924
18.89, 0.1958
18.90, 0.1992
18.91, 0.2026
18.92, 0.2060
18.93, 0.2094
18.94, 0.2127
18.95, 0.2161
18.96, 0.2194
18.97, 0.2228
18.98, 0.2261
18.99, 0.2295
19.00, 0.2328
19.01, 0.2361
19.02, 0.2394
19.03, 0.2427
19.04, 0.2460
19.05, 0.2493
19.06, 0.2525
19.07, 0.2558
19.08, 0.2590
19.09, 0.2623
19.10, 0.2655
19.11, 0.2687
19.12, 0.2720
19.13, 0.2752
19.14, 0.2784
19.15, 0.2815
19.16, 0.2847
19.17, 0.2879
19.18, 0.2910
19.19, 0.2942
19.20, 0.2973
19.21, 0.3004
19.22, 0.3035
19.23, 0.3066
19.24, 0.3097
19.25, 0.3128
19.26, 0.3159
19.27, 0.3189
19.28, 0.3220
19.29, 0.3250
19.30, 0.3280
19.31, 0.3310
19.32, 0.3340
19.33, 0.3370
19.34, 0.3400
19.35, 0.3429
19.36, 0.3459
19.37, 0.3488
19.38, 0.3518
19.39, 0.3547
19.40, 0.3576
19.41, 0.3604
19.42, 0.3633
19.43, 0.3662
19.44, 0.3690
19.45, 0.3719
19.46, 0.3747
19.47, 0.3775
19.48, 0.3803
19.49, 0.3830
19.50, 0.3858
19.51, 0.3886
19.52, 0.3913
19.53, 0.3940
19.54, 0.3967
19.55, 0.3994
19.56, 0.4021
19.57, 0.4048
19.58, 0.4074
19.59, 0.4100
19.60, 0.4127
19.61, 0.4153
19.62, 0.4179
19.63, 0.4204
19.64, 0.4230
19.65, 0.4255
19.66, 0.4281
19.67, 0.4306
19.68, 0.4331
19.69, 0.4356
19.70, 0.4380
19.71, 0.4405
19.72, 0.4429
19.73, 0.4454
19.74, 0.4478
19.75, 0.4501
19.76, 0.4525
19.77, 0.4549
19.78, 0.4572
19.79, 0.4595
19.80, 0.4618
19.81, 0.4641
19.82, 0.4664
19.83, 0.4687
19.84, 0.4709
19.85, 0.4731
19.86, 0.4753
19.87, 0.4775
19.88, 0.4797
19.89, 0.4818
19.90, 0.4840
19.91, 0.4861
19.92, 0.4882
19.93, 0.4903
19.94, 0.4923
19.95, 0.4944
19.96, 0.4964
19.97, 0.4984
19.98, 0.5004
19.99, 0.5024
