Tempo,VelLinear(v),VelAngular(w),PosX_Frente(x),PosY_Frente(y)
15.870000,1.000000,-0.628319,-0.892691,-2.897589
15.900000,1.000000,-0.628319,-0.933266,-2.868119
15.930000,1.000000,-0.628319,-0.972895,-2.837389
15.960000,1.000000,-0.628319,-0.972895,-2.837389
15.990000,1.000000,-0.628319,-1.011539,-2.805430
16.020000,1.000000,-0.628319,-1.011539,-2.805430
16.050000,1.000000,-0.628319,-1.049161,-2.772272
16.080000,1.000000,-0.628319,-1.085723,-2.737950
16.110000,1.000000,-0.628319,-1.085723,-2.737950
16.140000,1.000000,-0.628319,-1.121188,-2.702495
16.170000,1.000000,-0.628319,-1.121188,-2.702495
16.200000,1.000000,-0.628319,-1.155522,-2.665944
16.230000,1.000000,-0.628319,-1.188691,-2.628333
16.260000,1.000000,-0.628319,-1.188691,-2.628333
16.290000,1.000000,-0.628319,-1.220663,-2.589698
16.320000,1.000000,-0.628319,-1.220663,-2.589698
16.350000,1.000000,-0.628319,-1.251405,-2.550079
16.380000,1.000000,-0.628319,-1.280887,-2.509513
16.410000,1.000000,-0.628319,-1.280887,-2.509513
16.440000,1.000000,-0.628319,-1.309081,-2.468041
16.470000,1.000000,-0.628319,-1.309081,-2.468041
16.500000,1.000000,-0.628319,-1.335958,-2.425704
16.530000,1.000000,-0.628319,-1.361492,-2.382543
16.560000,1.000000,-0.628319,-1.361492,-2.382543
16.590000,1.000000,-0.628319,-1.385657,-2.338602
16.620000,1.000000,-0.628319,-1.385657,-2.338602
16.650000,1.000000,-0.628319,-1.408431,-2.293924
16.680000,1.000000,-0.628319,-1.429790,-2.248552
16.710000,1.000000,-0.628319,-1.429790,-2.248552
16.740000,1.000000,-0.628319,-1.449713,-2.202532
16.770000,1.000000,-0.628319,-1.449713,-2.202532
16.800000,1.000000,-0.628319,-1.468181,-2.155908
16.830000,1.000000,-0.628319,-1.485175,-2.108728
16.860000,1.000000,-0.628319,-1.485175,-2.108728
16.890000,1.000000,-0.628319,-1.500679,-2.061037
16.920000,1.000000,-0.628319,-1.500679,-2.061037
16.950000,1.000000,-0.628319,-1.514677,-2.012882
16.980000,1.000000,-0.628319,-1.527156,-1.964312
17.010000,1.000000,-0.628319,-1.527156,-1.964312
17.040000,1.000000,-0.628319,-1.538103,-1.915373
17.070000,1.000000,-0.628319,-1.538103,-1.915373
17.100000,1.000000,-0.628319,-1.547507,-1.866115
17.130000,1.000000,-0.628319,-1.555360,-1.816586
17.160000,1.000000,-0.628319,-1.555360,-1.816586
17.190000,1.000000,-0.628319,-1.561653,-1.766835
17.220000,1.000000,-0.628319,-1.561653,-1.766835
17.250000,1.000000,-0.628319,-1.566380,-1.716910
17.280000,1.000000,-0.628319,-1.569536,-1.666862
17.310000,1.000000,-0.628319,-1.569536,-1.666862
17.340000,1.000000,-0.628319,-1.571119,-1.616739
17.370000,1.000000,-0.628319,-1.571119,-1.616739
17.400000,1.000000,-0.628319,-1.571127,-1.566591
17.430000,1.000000,-0.628319,-1.569560,-1.516468
17.460000,1.000000,-0.628319,-1.569560,-1.516468
17.490000,1.000000,-0.628319,-1.566419,-1.466419
17.520000,1.000000,-0.628319,-1.566419,-1.466419
17.550000,1.000000,-0.628319,-1.561707,-1.416493
17.580000,1.000000,-0.628319,-1.555429,-1.366739
17.610000,1.000000,-0.628319,-1.555429,-1.366739
17.640000,1.000000,-0.628319,-1.547592,-1.317208
17.670000,1.000000,-0.628319,-1.547592,-1.317208
17.700000,1.000000,-0.628319,-1.538203,-1.267947
17.730000,1.000000,-0.628319,-1.527271,-1.219005
17.760000,1.000000,-0.628319,-1.527271,-1.219005
17.790000,1.000000,-0.628319,-1.514807,-1.170431
17.820000,1.000000,-0.628319,-1.500824,-1.122272
17.850000,1.000000,-0.628319,-1.500824,-1.122272
17.880000,1.000000,-0.628319,-1.485335,-1.074576
17.910000,1.000000,-0.628319,-1.485335,-1.074576
17.940000,1.000000,-0.628319,-1.468355,-1.027390
17.970000,1.000000,-0.628319,-1.449902,-0.980761
18.000000,1.000000,-0.628319,-1.449902,-0.980761
18.030000,1.000000,-0.628319,-1.429993,-0.934735
18.060000,1.000000,-0.628319,-1.429993,-0.934735
18.090000,1.000000,-0.628319,-1.408648,-0.889356
18.120000,1.000000,-0.628319,-1.385888,-0.844671
18.150000,1.000000,-0.628319,-1.385888,-0.844671
18.180000,1.000000,-0.628319,-1.361736,-0.800722
18.210000,1.000000,-0.628319,-1.361736,-0.800722
18.240000,1.000000,-0.628319,-1.336215,-0.757554
18.270000,1.000000,-0.628319,-1.309351,-0.715208
18.300000,1.000000,-0.628319,-1.309351,-0.715208
18.330000,1.000000,-0.628319,-1.281171,-0.673728
18.360000,1.000000,-0.628319,-1.281171,-0.673728
18.390000,1.000000,-0.628319,-1.251701,-0.633153
18.420000,1.000000,-0.628319,-1.220971,-0.593524
18.450000,1.000000,-0.628319,-1.220971,-0.593524
18.480000,1.000000,-0.628319,-1.189011,-0.554879
18.510000,1.000000,-0.628319,-1.189011,-0.554879
18.540000,1.000000,-0.628319,-1.155854,-0.517258
18.570000,1.000000,-0.628319,-1.121531,-0.480696
18.600000,1.000000,-0.628319,-1.121531,-0.480696
18.630000,1.000000,-0.628319,-1.086077,-0.445231
18.660000,1.000000,-0.628319,-1.086077,-0.445231
18.690000,1.000000,-0.628319,-1.049526,-0.410897
18.720000,1.000000,-0.628319,-1.011914,-0.377727
18.750000,1.000000,-0.628319,-1.011914,-0.377727
18.780000,1.000000,-0.628319,-0.973280,-0.345756
18.810000,1.000000,-0.628319,-0.973280,-0.345756
18.840000,1.000000,-0.628319,-0.933660,-0.315014
18.870000,1.000000,-0.628319,-0.893094,-0.285531
18.900000,1.000000,-0.628319,-0.893094,-0.285531
18.930000,1.000000,-0.628319,-0.851622,-0.257338
18.960000,1.000000,-0.628319,-0.851622,-0.257338
18.990000,1.000000,-0.628319,-0.809285,-0.230461
19.020000,1.000000,-0.628319,-0.766125,-0.204927
19.050000,1.000000,-0.628319,-0.766125,-0.204927
19.080000,1.000000,-0.628319,-0.722184,-0.180761
19.110000,1.000000,-0.628319,-0.722184,-0.180761
19.140000,1.000000,-0.628319,-0.677505,-0.157988
19.170000,1.000000,-0.628319,-0.632133,-0.136629
19.200000,1.000000,-0.628319,-0.632133,-0.136629
19.230000,1.000000,-0.628319,-0.586113,-0.116705
19.260000,1.000000,-0.628319,-0.586113,-0.116705
19.290000,1.000000,-0.628319,-0.539490,-0.098238
19.320000,1.000000,-0.628319,-0.492309,-0.081243
19.350000,1.000000,-0.628319,-0.492309,-0.081243
19.380000,1.000000,-0.628319,-0.444618,-0.065739
19.410000,1.000000,-0.628319,-0.444618,-0.065739
19.440000,1.000000,-0.628319,-0.396464,-0.051741
19.470000,1.000000,-0.628319,-0.347893,-0.039262
19.500000,1.000000,-0.628319,-0.347893,-0.039262
19.530000,1.000000,-0.628319,-0.298955,-0.028315
19.560000,1.000000,-0.628319,-0.298955,-0.028315
19.590000,1.000000,-0.628319,-0.249697,-0.018911
19.620000,1.000000,-0.628319,-0.200168,-0.011059
19.650000,1.000000,-0.628319,-0.200168,-0.011059
19.680000,1.000000,-0.628319,-0.150416,-0.004766
19.710000,1.000000,-0.628319,-0.150416,-0.004766
19.740000,1.000000,-0.628319,-0.100492,-0.000039
19.770000,1.000000,-0.628319,-0.050443,0.003118
19.800000,1.000000,-0.628319,-0.050443,0.003118
19.830000,1.000000,-0.628319,-0.000320,0.004701
19.860000,1.000000,-0.628319,-0.000320,0.004701
19.890000,1.000000,-0.628319,0.049827,0.004709
19.920000,1.000000,-0.628319,0.099951,0.003141
19.950000,1.000000,-0.628319,0.099951,0.003141
19.980000,1.000000,-0.628319,0.099951,0.003141
