Tempo, Xref, Yref
8.70, -0.9351, 0.4861
8.71, -0.9368, 0.4913
8.72, -0.9386, 0.4965
8.73, -0.9403, 0.5017
8.74, -0.9420, 0.5069
8.75, -0.9436, 0.5121
8.76, -0.9453, 0.5172
8.77, -0.9469, 0.5224
8.78, -0.9485, 0.5275
8.79, -0.9501, 0.5326
8.80, -0.9516, 0.5376
8.81, -0.9531, 0.5427
8.82, -0.9546, 0.5477
8.83, -0.9561, 0.5527
8.84, -0.9576, 0.5577
8.85, -0.9590, 0.5627
8.86, -0.9604, 0.5676
8.87, -0.9618, 0.5725
8.88, -0.9631, 0.5775
8.89, -0.9645, 0.5823
8.90, -0.9658, 0.5872
8.91, -0.9671, 0.5921
8.92, -0.9683, 0.5969
8.93, -0.9696, 0.6017
8.94, -0.9708, 0.6065
8.95, -0.9720, 0.6112
8.96, -0.9731, 0.6160
8.97, -0.9743, 0.6207
8.98, -0.9754, 0.6254
8.99, -0.9765, 0.6300
9.00, -0.9775, 0.6347
9.01, -0.9786, 0.6393
9.02, -0.9796, 0.6439
9.03, -0.9806, 0.6485
9.04, -0.9816, 0.6531
9.05, -0.9825, 0.6576
9.06, -0.9834, 0.6621
9.07, -0.9843, 0.6666
9.08, -0.9852, 0.6710
9.09, -0.9860, 0.6755
9.10, -0.9868, 0.6799
9.11, -0.9876, 0.6843
9.12, -0.9884, 0.6886
9.13, -0.9892, 0.6930
9.14, -0.9899, 0.6973
9.15, -0.9906, 0.7016
9.16, -0.9912, 0.7058
9.17, -0.9919, 0.7101
9.18, -0.9925, 0.7143
9.19, -0.9931, 0.7185
9.20, -0.9937, 0.7226
9.21, -0.9942, 0.7268
9.22, -0.9948, 0.7309
9.23, -0.9953, 0.7350
9.24, -0.9957, 0.7390
9.25, -0.9962, 0.7430
9.26, -0.9966, 0.7470
9.27, -0.9970, 0.7510
9.28, -0.9974, 0.7550
9.29, -0.9977, 0.7589
9.30, -0.9981, 0.7628
9.31, -0.9984, 0.7667
9.32, -0.9986, 0.7705
9.33, -0.9989, 0.7743
9.34, -0.9991, 0.7781
9.35, -0.9993, 0.7818
9.36, -0.9995, 0.7856
9.37, -0.9996, 0.7893
9.38, -0.9997, 0.7929
9.39, -0.9998, 0.7966
9.40, -0.9999, 0.8002
9.41, -1.0000, 0.8038
9.42, -1.0000, 0.8073
9.43, -1.0000, 0.8109
9.44, -1.0000, 0.8144
9.45, -0.9999, 0.8178
9.46, -0.9998, 0.8213
9.47, -0.9997, 0.8247
9.48, -0.9996, 0.8280
9.49, -0.9995, 0.8314
9.50, -0.9993, 0.8347
9.51, -0.9991, 0.8380
9.52, -0.9989, 0.8413
9.53, -0.9986, 0.8445
9.54, -0.9983, 0.8477
9.55, -0.9980, 0.8509
9.56, -0.9977, 0.8540
9.57, -0.9974, 0.8571
9.58, -0.9970, 0.8602
9.59, -0.9966, 0.8632
9.60, -0.9962, 0.8662
9.61, -0.9957, 0.8692
9.62, -0.9952, 0.8722
9.63, -0.9947, 0.8751
9.64, -0.9942, 0.8780
9.65, -0.9937, 0.8808
9.66, -0.9931, 0.8837
9.67, -0.9925, 0.8864
9.68, -0.9919, 0.8892
9.69, -0.9912, 0.8919
9.70, -0.9905, 0.8946
9.71, -0.9898, 0.8973
9.72, -0.9891, 0.8999
9.73, -0.9884, 0.9025
9.74, -0.9876, 0.9051
9.75, -0.9868, 0.9076
9.76, -0.9860, 0.9101
9.77, -0.9851, 0.9126
9.78, -0.9843, 0.9150
9.79, -0.9834, 0.9174
9.80, -0.9825, 0.9198
9.81, -0.9815, 0.9222
9.82, -0.9805, 0.9245
9.83, -0.9795, 0.9267
9.84, -0.9785, 0.9290
9.85, -0.9775, 0.9312
9.86, -0.9764, 0.9333
9.87, -0.9753, 0.9355
9.88, -0.9742, 0.9376
9.89, -0.9731, 0.9397
9.90, -0.9719, 0.9417
9.91, -0.9707, 0.9437
9.92, -0.9695, 0.9457
9.93, -0.9683, 0.9476
9.94, -0.9670, 0.9495
9.95, -0.9657, 0.9514
9.96, -0.9644, 0.9532
9.97, -0.9631, 0.9550
9.98, -0.9617, 0.9567
9.99, -0.9603, 0.9585
10.00, -0.9589, 0.9602
10.01, -0.9575, 0.9618
10.02, -0.9560, 0.9635
10.03, -0.9546, 0.9650
10.04, -0.9531, 0.9666
10.05, -0.9515, 0.9681
10.06, -0.9500, 0.9696
10.07, -0.9484, 0.9711
10.08, -0.9468, 0.9725
10.09, -0.9452, 0.9739
10.10, -0.9435, 0.9752
10.11, -0.9419, 0.9765
10.12, -0.9402, 0.9778
10.13, -0.9385, 0.9790
10.14, -0.9367, 0.9802
10.15, -0.9350, 0.9814
10.16, -0.9332, 0.9825
10.17, -0.9314, 0.9836
10.18, -0.9295, 0.9847
10.19, -0.9277, 0.9857
10.20, -0.9258, 0.9867
10.21, -0.9239, 0.9877
10.22, -0.9220, 0.9886
10.23, -0.9200, 0.9895
10.24, -0.9181, 0.9903
10.25, -0.9161, 0.9911
10.26, -0.9141, 0.9919
10.27, -0.9120, 0.9927
10.28, -0.9100, 0.9934
10.29, -0.9079, 0.9940
10.30, -0.9058, 0.9947
10.31, -0.9036, 0.9953
10.32, -0.9015, 0.9958
10.33, -0.8993, 0.9964
10.34, -0.8971, 0.9969
10.35, -0.8949, 0.9973
10.36, -0.8926, 0.9977
10.37, -0.8904, 0.9981
10.38, -0.8881, 0.9985
10.39, -0.8858, 0.9988
10.40, -0.8835, 0.9991
10.41, -0.8811, 0.9993
10.42, -0.8787, 0.9995
10.43, -0.8763, 0.9997
10.44, -0.8739, 0.9998
10.45, -0.8715, 0.9999
10.46, -0.8690, 1.0000
10.47, -0.8665, 1.0000
10.48, -0.8640, 1.0000
10.49, -0.8615, 0.9999
10.50, -0.8589, 0.9999
10.51, -0.8564, 0.9997
10.52, -0.8538, 0.9996
10.53, -0.8512, 0.9994
10.54, -0.8485, 0.9992
10.55, -0.8459, 0.9989
10.56, -0.8432, 0.9986
10.57, -0.8405, 0.9983
10.58, -0.8378, 0.9979
10.59, -0.8350, 0.9975
10.60, -0.8323, 0.9971
10.61, -0.8295, 0.9966
10.62, -0.8267, 0.9961
10.63, -0.8239, 0.9955
10.64, -0.8210, 0.9949
10.65, -0.8181, 0.9943
10.66, -0.8153, 0.9936
10.67, -0.8124, 0.9929
10.68, -0.8094, 0.9922
10.69, -0.8065, 0.9915
10.70, -0.8035, 0.9907
10.71, -0.8005, 0.9898
10.72, -0.7975, 0.9889
10.73, -0.7945, 0.9880
10.74, -0.7915, 0.9871
10.75, -0.7884, 0.9861
10.76, -0.7853, 0.9851
10.77, -0.7822, 0.9841
10.78, -0.7791, 0.9830
10.79, -0.7759, 0.9819
10.80, -0.7728, 0.9807
10.81, -0.7696, 0.9795
10.82, -0.7664, 0.9783
10.83, -0.7632, 0.9770
10.84, -0.7599, 0.9757
10.85, -0.7567, 0.9744
10.86, -0.7534, 0.9730
10.87, -0.7501, 0.9716
10.88, -0.7468, 0.9702
10.89, -0.7434, 0.9687
10.90, -0.7401, 0.9672
10.91, -0.7367, 0.9657
10.92, -0.7333, 0.9641
10.93, -0.7299, 0.9625
10.94, -0.7265, 0.9608
10.95, -0.7230, 0.9591
10.96, -0.7196, 0.9574
10.97, -0.7161, 0.9557
10.98, -0.7126, 0.9539
10.99, -0.7091, 0.9521
11.00, -0.7055, 0.9502
11.01, -0.7020, 0.9483
11.02, -0.6984, 0.9464
11.03, -0.6948, 0.9445
11.04, -0.6912, 0.9425
11.05, -0.6876, 0.9405
11.06, -0.6840, 0.9384
11.07, -0.6803, 0.9363
11.08, -0.6766, 0.9342
11.09, -0.6729, 0.9320
11.10, -0.6692, 0.9298
11.11, -0.6655, 0.9276
11.12, -0.6618, 0.9254
11.13, -0.6580, 0.9231
11.14, -0.6542, 0.9207
11.15, -0.6505, 0.9184
11.16, -0.6467, 0.9160
11.17, -0.6428, 0.9136
11.18, -0.6390, 0.9111
11.19, -0.6351, 0.9086
11.20, -0.6313, 0.9061
11.21, -0.6274, 0.9035
11.22, -0.6235, 0.9010
11.23, -0.6196, 0.8983
11.24, -0.6156, 0.8957
11.25, -0.6117, 0.8930
11.26, -0.6077, 0.8903
11.27, -0.6037, 0.8875
11.28, -0.5997, 0.8848
11.29, -0.5957, 0.8819
11.30, -0.5917, 0.8791
11.31, -0.5877, 0.8762
11.32, -0.5836, 0.8733
11.33, -0.5796, 0.8704
11.34, -0.5755, 0.8674
11.35, -0.5714, 0.8644
11.36, -0.5673, 0.8614
11.37, -0.5631, 0.8583
11.38, -0.5590, 0.8552
11.39, -0.5549, 0.8521
11.40, -0.5507, 0.8489
11.41, -0.5465, 0.8458
11.42, -0.5423, 0.8425
11.43, -0.5381, 0.8393
11.44, -0.5339, 0.8360
11.45, -0.5296, 0.8327
11.46, -0.5254, 0.8294
11.47, -0.5211, 0.8260
11.48, -0.5169, 0.8226
11.49, -0.5126, 0.8192
11.50, -0.5083, 0.8157
11.51, -0.5040, 0.8122
11.52, -0.4996, 0.8087
11.53, -0.4953, 0.8052
11.54, -0.4910, 0.8016
11.55, -0.4866, 0.7980
11.56, -0.4822, 0.7944
11.57, -0.4778, 0.7907
11.58, -0.4734, 0.7870
11.59, -0.4690, 0.7833
11.60, -0.4646, 0.7796
11.61, -0.4602, 0.7758
11.62, -0.4557, 0.7720
11.63, -0.4513, 0.7682
11.64, -0.4468, 0.7643
11.65, -0.4423, 0.7604
11.66, -0.4378, 0.7565
11.67, -0.4333, 0.7526
11.68, -0.4288, 0.7486
11.69, -0.4243, 0.7446
11.70, -0.4198, 0.7406
11.71, -0.4152, 0.7366
11.72, -0.4107, 0.7325
11.73, -0.4061, 0.7284
11.74, -0.4015, 0.7243
11.75, -0.3969, 0.7201
11.76, -0.3924, 0.7159
11.77, -0.3877, 0.7117
11.78, -0.3831, 0.7075
11.79, -0.3785, 0.7033
11.80, -0.3739, 0.6990
11.81, -0.3692, 0.6947
11.82, -0.3646, 0.6904
11.83, -0.3599, 0.6860
11.84, -0.3553, 0.6816
11.85, -0.3506, 0.6772
11.86, -0.3459, 0.6728
11.87, -0.3412, 0.6683
11.88, -0.3365, 0.6639
11.89, -0.3318, 0.6594
11.90, -0.3271, 0.6548
11.91, -0.3223, 0.6503
11.92, -0.3176, 0.6457
11.93, -0.3128, 0.6411
11.94, -0.3081, 0.6365
11.95, -0.3033, 0.6319
11.96, -0.2986, 0.6272
11.97, -0.2938, 0.6225
11.98, -0.2890, 0.6178
11.99, -0.2842, 0.6131
12.00, -0.2794, 0.6084
12.01, -0.2746, 0.6036
12.02, -0.2698, 0.5988
12.03, -0.2650, 0.5940
12.04, -0.2602, 0.5891
12.05, -0.2553, 0.5843
12.06, -0.2505, 0.5794
12.07, -0.2456, 0.5745
12.08, -0.2408, 0.5696
12.09, -0.2359, 0.5646
12.10, -0.2311, 0.5597
12.11, -0.2262, 0.5547
12.12, -0.2213, 0.5497
12.13, -0.2165, 0.5447
12.14, -0.2116, 0.5396
12.15, -0.2067, 0.5346
12.16, -0.2018, 0.5295
12.17, -0.1969, 0.5244
12.18, -0.1920, 0.5193
12.19, -0.1871, 0.5141
12.20, -0.1822, 0.5090
12.21, -0.1772, 0.5038
12.22, -0.1723, 0.4986
12.23, -0.1674, 0.4934
12.24, -0.1625, 0.4882
12.25, -0.1575, 0.4829
12.26, -0.1526, 0.4777
12.27, -0.1476, 0.4724
12.28, -0.1427, 0.4671
12.29, -0.1377, 0.4618
12.30, -0.1328, 0.4564
12.31, -0.1278, 0.4511
12.32, -0.1229, 0.4457
12.33, -0.1179, 0.4403
12.34, -0.1129, 0.4349
12.35, -0.1080, 0.4295
12.36, -0.1030, 0.4241
12.37, -0.0980, 0.4187
12.38, -0.0931, 0.4132
12.39, -0.0881, 0.4077
12.40, -0.0831, 0.4023
12.41, -0.0781, 0.3968
12.42, -0.0731, 0.3912
12.43, -0.0681, 0.3857
12.44, -0.0631, 0.3802
12.45, -0.0582, 0.3746
12.46, -0.0532, 0.3690
12.47, -0.0482, 0.3635
12.48, -0.0432, 0.3579
12.49, -0.0382, 0.3523
12.50, -0.0332, 0.3466
12.51, -0.0282, 0.3410
12.52, -0.0232, 0.3354
12.53, -0.0182, 0.3297
12.54, -0.0132, 0.3240
12.55, -0.0082, 0.3183
12.56, -0.0032, 0.3127
12.57, 0.0018, 0.3069
12.58, 0.0068, 0.3012
12.59, 0.0118, 0.2955
12.60, 0.0168, 0.2898
12.61, 0.0218, 0.2840
12.62, 0.0268, 0.2783
12.63, 0.0318, 0.2725
12.64, 0.0368, 0.2667
12.65, 0.0418, 0.2609
12.66, 0.0468, 0.2551
12.67, 0.0518, 0.2493
12.68, 0.0568, 0.2435
12.69, 0.0618, 0.2377
12.70, 0.0668, 0.2319
12.71, 0.0718, 0.2260
12.72, 0.0767, 0.2202
12.73, 0.0817, 0.2143
12.74, 0.0867, 0.2084
12.75, 0.0917, 0.2026
12.76, 0.0967, 0.1967
12.77, 0.1016, 0.1908
12.78, 0.1066, 0.1849
12.79, 0.1116, 0.1790
12.80, 0.1165, 0.1731
12.81, 0.1215, 0.1672
12.82, 0.1265, 0.1613
12.83, 0.1314, 0.1553
12.84, 0.1364, 0.1494
12.85, 0.1413, 0.1435
12.86, 0.1463, 0.1375
12.87, 0.1512, 0.1316
12.88, 0.1562, 0.1256
12.89, 0.1611, 0.1197
12.90, 0.1660, 0.1137
12.91, 0.1710, 0.1078
12.92, 0.1759, 0.1018
12.93, 0.1808, 0.0958
12.94, 0.1857, 0.0899
12.95, 0.1906, 0.0839
12.96, 0.1955, 0.0779
12.97, 0.2004, 0.0719
12.98, 0.2053, 0.0659
12.99, 0.2102, 0.0599
13.00, 0.2151, 0.0540
13.01, 0.2200, 0.0480
13.02, 0.2249, 0.0420
13.03, 0.2297, 0.0360
13.04, 0.2346, 0.0300
13.05, 0.2395, 0.0240
13.06, 0.2443, 0.0180
13.07, 0.2492, 0.0120
13.08, 0.2540, 0.0060
13.09, 0.2588, -0.0000
13.10, 0.2637, -0.0060
13.11, 0.2685, -0.0120
13.12, 0.2733, -0.0180
13.13, 0.2781, -0.0240
13.14, 0.2829, -0.0300
13.15, 0.2877, -0.0360
13.16, 0.2925, -0.0420
13.17, 0.2973, -0.0480
13.18, 0.3020, -0.0540
13.19, 0.3068, -0.0600
13.20, 0.3115, -0.0660
13.21, 0.3163, -0.0720
13.22, 0.3210, -0.0779
13.23, 0.3258, -0.0839
13.24, 0.3305, -0.0899
13.25, 0.3352, -0.0959
13.26, 0.3399, -0.1018
13.27, 0.3446, -0.1078
13.28, 0.3493, -0.1138
13.29, 0.3540, -0.1197
13.30, 0.3586, -0.1257
13.31, 0.3633, -0.1316
13.32, 0.3680, -0.1376
13.33, 0.3726, -0.1435
13.34, 0.3772, -0.1495
13.35, 0.3819, -0.1554
13.36, 0.3865, -0.1613
13.37, 0.3911, -0.1672
13.38, 0.3957, -0.1731
13.39, 0.4003, -0.1790
13.40, 0.4048, -0.1849
13.41, 0.4094, -0.1908
13.42, 0.4140, -0.1967
13.43, 0.4185, -0.2026
13.44, 0.4231, -0.2085
13.45, 0.4276, -0.2143
13.46, 0.4321, -0.2202
13.47, 0.4366, -0.2260
13.48, 0.4411, -0.2319
13.49, 0.4456, -0.2377
13.50, 0.4500, -0.2435
13.51, 0.4545, -0.2494
13.52, 0.4590, -0.2552
13.53, 0.4634, -0.2610
13.54, 0.4678, -0.2667
13.55, 0.4722, -0.2725
13.56, 0.4766, -0.2783
13.57, 0.4810, -0.2841
13.58, 0.4854, -0.2898
13.59, 0.4898, -0.2955
13.60, 0.4941, -0.3013
13.61, 0.4985, -0.3070
13.62, 0.5028, -0.3127
13.63, 0.5071, -0.3184
13.64, 0.5114, -0.3241
13.65, 0.5157, -0.3297
13.66, 0.5200, -0.3354
13.67, 0.5242, -0.3410
13.68, 0.5285, -0.3467
13.69, 0.5327, -0.3523
13.70, 0.5369, -0.3579
13.71, 0.5412, -0.3635
13.72, 0.5454, -0.3691
13.73, 0.5495, -0.3746
13.74, 0.5537, -0.3802
13.75, 0.5579, -0.3857
13.76, 0.5620, -0.3913
13.77, 0.5661, -0.3968
13.78, 0.5703, -0.4023
13.79, 0.5744, -0.4078
13.80, 0.5784, -0.4132
13.81, 0.5825, -0.4187
13.82, 0.5866, -0.4241
13.83, 0.5906, -0.4296
13.84, 0.5946, -0.4350
13.85, 0.5987, -0.4404
13.86, 0.6026, -0.4458
13.87, 0.6066, -0.4511
13.88, 0.6106, -0.4565
13.89, 0.6145, -0.4618
13.90, 0.6185, -0.4671
13.91, 0.6224, -0.4724
13.92, 0.6263, -0.4777
13.93, 0.6302, -0.4829
13.94, 0.6341, -0.4882
13.95, 0.6379, -0.4934
13.96, 0.6418, -0.4986
13.97, 0.6456, -0.5038
13.98, 0.6494, -0.5090
13.99, 0.6532, -0.5142
14.00, 0.6570, -0.5193
14.01, 0.6607, -0.5244
14.02, 0.6645, -0.5295
14.03, 0.6682, -0.5346
14.04, 0.6719, -0.5396
14.05, 0.6756, -0.5447
14.06, 0.6793, -0.5497
14.07, 0.6830, -0.5547
14.08, 0.6866, -0.5597
14.09, 0.6902, -0.5647
14.10, 0.6938, -0.5696
14.11, 0.6974, -0.5745
14.12, 0.7010, -0.5794
14.13, 0.7046, -0.5843
14.14, 0.7081, -0.5892
14.15, 0.7116, -0.5940
14.16, 0.7151, -0.5988
14.17, 0.7186, -0.6036
14.18, 0.7221, -0.6084
14.19, 0.7255, -0.6131
14.20, 0.7290, -0.6179
14.21, 0.7324, -0.6226
14.22, 0.7358, -0.6273
14.23, 0.7392, -0.6319
14.24, 0.7425, -0.6366
14.25, 0.7459, -0.6412
14.26, 0.7492, -0.6458
14.27, 0.7525, -0.6503
14.28, 0.7558, -0.6549
14.29, 0.7590, -0.6594
14.30, 0.7623, -0.6639
14.31, 0.7655, -0.6684
14.32, 0.7687, -0.6728
14.33, 0.7719, -0.6772
14.34, 0.7751, -0.6817
14.35, 0.7782, -0.6860
14.36, 0.7813, -0.6904
14.37, 0.7845, -0.6947
14.38, 0.7875, -0.6990
14.39, 0.7906, -0.7033
14.40, 0.7937, -0.7075
14.41, 0.7967, -0.7118
14.42, 0.7997, -0.7160
14.43, 0.8027, -0.7201
14.44, 0.8057, -0.7243
14.45, 0.8086, -0.7284
14.46, 0.8116, -0.7325
14.47, 0.8145, -0.7366
14.48, 0.8174, -0.7406
14.49, 0.8202, -0.7447
14.50, 0.8231, -0.7486
14.51, 0.8259, -0.7526
14.52, 0.8287, -0.7565
14.53, 0.8315, -0.7605
14.54, 0.8343, -0.7643
14.55, 0.8370, -0.7682
14.56, 0.8397, -0.7720
14.57, 0.8425, -0.7758
14.58, 0.8451, -0.7796
14.59, 0.8478, -0.7833
14.60, 0.8504, -0.7871
14.61, 0.8531, -0.7907
14.62, 0.8557, -0.7944
14.63, 0.8582, -0.7980
14.64, 0.8608, -0.8016
14.65, 0.8633, -0.8052
14.66, 0.8658, -0.8087
14.67, 0.8683, -0.8123
14.68, 0.8708, -0.8157
14.69, 0.8732, -0.8192
14.70, 0.8757, -0.8226
14.71, 0.8781, -0.8260
14.72, 0.8805, -0.8294
14.73, 0.8828, -0.8327
14.74, 0.8851, -0.8360
14.75, 0.8875, -0.8393
14.76, 0.8898, -0.8426
14.77, 0.8920, -0.8458
14.78, 0.8943, -0.8490
14.79, 0.8965, -0.8521
14.80, 0.8987, -0.8552
14.81, 0.9009, -0.8583
14.82, 0.9030, -0.8614
14.83, 0.9052, -0.8644
14.84, 0.9073, -0.8674
14.85, 0.9094, -0.8704
14.86, 0.9115, -0.8733
14.87, 0.9135, -0.8762
14.88, 0.9155, -0.8791
14.89, 0.9175, -0.8820
14.90, 0.9195, -0.8848
14.91, 0.9215, -0.8876
14.92, 0.9234, -0.8903
14.93, 0.9253, -0.8930
14.94, 0.9272, -0.8957
14.95, 0.9290, -0.8984
14.96, 0.9309, -0.9010
14.97, 0.9327, -0.9036
14.98, 0.9345, -0.9061
14.99, 0.9363, -0.9086
15.00, 0.9380, -0.9111
15.01, 0.9397, -0.9136
15.02, 0.9414, -0.9160
15.03, 0.9431, -0.9184
15.04, 0.9447, -0.9208
15.05, 0.9464, -0.9231
15.06, 0.9480, -0.9254
15.07, 0.9496, -0.9276
15.08, 0.9511, -0.9299
15.09, 0.9526, -0.9320
15.10, 0.9542, -0.9342
15.11, 0.9556, -0.9363
15.12, 0.9571, -0.9384
15.13, 0.9585, -0.9405
15.14, 0.9599, -0.9425
15.15, 0.9613, -0.9445
15.16, 0.9627, -0.9464
15.17, 0.9640, -0.9484
15.18, 0.9654, -0.9502
15.19, 0.9667, -0.9521
15.20, 0.9679, -0.9539
15.21, 0.9692, -0.9557
15.22, 0.9704, -0.9574
15.23, 0.9716, -0.9592
15.24, 0.9728, -0.9608
15.25, 0.9739, -0.9625
15.26, 0.9750, -0.9641
15.27, 0.9761, -0.9657
15.28, 0.9772, -0.9672
15.29, 0.9782, -0.9687
15.30, 0.9793, -0.9702
15.31, 0.9803, -0.9716
15.32, 0.9812, -0.9730
15.33, 0.9822, -0.9744
15.34, 0.9831, -0.9757
15.35, 0.9840, -0.9770
15.36, 0.9849, -0.9783
15.37, 0.9858, -0.9795
15.38, 0.9866, -0.9807
15.39, 0.9874, -0.9819
15.40, 0.9882, -0.9830
15.41, 0.9889, -0.9841
15.42, 0.9897, -0.9851
15.43, 0.9904, -0.9861
15.44, 0.9910, -0.9871
15.45, 0.9917, -0.9880
15.46, 0.9923, -0.9890
15.47, 0.9929, -0.9898
15.48, 0.9935, -0.9907
15.49, 0.9941, -0.9915
15.50, 0.9946, -0.9922
15.51, 0.9951, -0.9930
15.52, 0.9956, -0.9936
15.53, 0.9960, -0.9943
15.54, 0.9965, -0.9949
15.55, 0.9969, -0.9955
15.56, 0.9973, -0.9961
15.57, 0.9976, -0.9966
15.58, 0.9980, -0.9971
15.59, 0.9983, -0.9975
15.60, 0.9985, -0.9979
15.61, 0.9988, -0.9983
15.62, 0.9990, -0.9986
15.63, 0.9992, -0.9989
15.64, 0.9994, -0.9992
15.65, 0.9996, -0.9994
15.66, 0.9997, -0.9996
15.67, 0.9998, -0.9997
15.68, 0.9999, -0.9999
15.69, 1.0000, -0.9999
15.70, 1.0000, -1.0000
15.71, 1.0000, -1.0000
15.72, 1.0000, -1.0000
15.73, 0.9999, -0.9999
15.74, 0.9999, -0.9998
15.75, 0.9998, -0.9997
15.76, 0.9997, -0.9995
15.77, 0.9995, -0.9993
15.78, 0.9994, -0.9991
15.79, 0.9992, -0.9988
15.80, 0.9989, -0.9985
15.81, 0.9987, -0.9981
15.82, 0.9984, -0.9977
15.83, 0.9981, -0.9973
15.84, 0.9978, -0.9969
15.85, 0.9975, -0.9964
15.86, 0.9971, -0.9958
15.87, 0.9967, -0.9953
15.88, 0.9963, -0.9947
15.89, 0.9959, -0.9940
15.90, 0.9954, -0.9934
15.91, 0.9949, -0.9927
15.92, 0.9944, -0.9919
15.93, 0.9938, -0.9911
15.94, 0.9933, -0.9903
15.95, 0.9927, -0.9895
15.96, 0.9921, -0.9886
15.97, 0.9914, -0.9877
15.98, 0.9908, -0.9867
15.99, 0.9901, -0.9857
16.00, 0.9894, -0.9847
16.01, 0.9886, -0.9836
16.02, 0.9879, -0.9825
16.03, 0.9871, -0.9814
16.04, 0.9863, -0.9802
16.05, 0.9854, -0.9790
16.06, 0.9845, -0.9778
16.07, 0.9837, -0.9765
16.08, 0.9827, -0.9752
16.09, 0.9818, -0.9738
16.10, 0.9808, -0.9725
16.11, 0.9799, -0.9710
16.12, 0.9789, -0.9696
16.13, 0.9778, -0.9681
16.14, 0.9768, -0.9666
16.15, 0.9757, -0.9650
16.16, 0.9746, -0.9634
16.17, 0.9734, -0.9618
16.18, 0.9723, -0.9602
16.19, 0.9711, -0.9585
16.20, 0.9699, -0.9567
16.21, 0.9687, -0.9550
16.22, 0.9674, -0.9532
16.23, 0.9661, -0.9513
16.24, 0.9648, -0.9495
16.25, 0.9635, -0.9476
16.26, 0.9621, -0.9456
16.27, 0.9608, -0.9437
16.28, 0.9594, -0.9417
16.29, 0.9580, -0.9396
16.30, 0.9565, -0.9376
16.31, 0.9550, -0.9355
16.32, 0.9535, -0.9333
16.33, 0.9520, -0.9312
16.34, 0.9505, -0.9290
16.35, 0.9489, -0.9267
16.36, 0.9473, -0.9244
16.37, 0.9457, -0.9221
16.38, 0.9441, -0.9198
16.39, 0.9424, -0.9174
16.40, 0.9407, -0.9150
16.41, 0.9390, -0.9126
16.42, 0.9373, -0.9101
16.43, 0.9355, -0.9076
16.44, 0.9338, -0.9051
16.45, 0.9320, -0.9025
16.46, 0.9301, -0.8999
16.47, 0.9283, -0.8973
16.48, 0.9264, -0.8946
16.49, 0.9245, -0.8919
16.50, 0.9226, -0.8892
16.51, 0.9207, -0.8864
16.52, 0.9187, -0.8836
16.53, 0.9167, -0.8808
16.54, 0.9147, -0.8780
16.55, 0.9127, -0.8751
16.56, 0.9106, -0.8721
16.57, 0.9085, -0.8692
16.58, 0.9064, -0.8662
16.59, 0.9043, -0.8632
16.60, 0.9022, -0.8602
16.61, 0.9000, -0.8571
16.62, 0.8978, -0.8540
16.63, 0.8956, -0.8508
16.64, 0.8934, -0.8477
16.65, 0.8911, -0.8445
16.66, 0.8888, -0.8412
16.67, 0.8865, -0.8380
16.68, 0.8842, -0.8347
16.69, 0.8819, -0.8314
16.70, 0.8795, -0.8280
16.71, 0.8771, -0.8246
16.72, 0.8747, -0.8212
16.73, 0.8722, -0.8178
16.74, 0.8698, -0.8143
16.75, 0.8673, -0.8108
16.76, 0.8648, -0.8073
16.77, 0.8623, -0.8038
16.78, 0.8597, -0.8002
16.79, 0.8572, -0.7966
16.80, 0.8546, -0.7929
16.81, 0.8520, -0.7892
16.82, 0.8494, -0.7855
16.83, 0.8467, -0.7818
16.84, 0.8440, -0.7781
16.85, 0.8414, -0.7743
16.86, 0.8386, -0.7705
16.87, 0.8359, -0.7666
16.88, 0.8331, -0.7628
16.89, 0.8304, -0.7589
16.90, 0.8276, -0.7549
16.91, 0.8248, -0.7510
16.92, 0.8219, -0.7470
16.93, 0.8191, -0.7430
16.94, 0.8162, -0.7390
16.95, 0.8133, -0.7349
16.96, 0.8104, -0.7309
16.97, 0.8074, -0.7267
16.98, 0.8045, -0.7226
16.99, 0.8015, -0.7185
17.00, 0.7985, -0.7143
17.01, 0.7955, -0.7101
17.02, 0.7924, -0.7058
17.03, 0.7894, -0.7016
17.04, 0.7863, -0.6973
17.05, 0.7832, -0.6930
17.06, 0.7801, -0.6886
17.07, 0.7769, -0.6842
17.08, 0.7738, -0.6799
17.09, 0.7706, -0.6754
17.10, 0.7674, -0.6710
17.11, 0.7642, -0.6666
17.12, 0.7610, -0.6621
17.13, 0.7577, -0.6576
17.14, 0.7544, -0.6530
17.15, 0.7511, -0.6485
17.16, 0.7478, -0.6439
17.17, 0.7445, -0.6393
17.18, 0.7411, -0.6347
17.19, 0.7378, -0.6300
17.20, 0.7344, -0.6253
17.21, 0.7310, -0.6207
17.22, 0.7276, -0.6159
17.23, 0.7241, -0.6112
17.24, 0.7207, -0.6064
17.25, 0.7172, -0.6017
17.26, 0.7137, -0.5969
17.27, 0.7102, -0.5920
17.28, 0.7067, -0.5872
17.29, 0.7031, -0.5823
17.30, 0.6996, -0.5774
17.31, 0.6960, -0.5725
17.32, 0.6924, -0.5676
17.33, 0.6888, -0.5626
17.34, 0.6851, -0.5577
17.35, 0.6815, -0.5527
17.36, 0.6778, -0.5477
17.37, 0.6741, -0.5426
17.38, 0.6704, -0.5376
17.39, 0.6667, -0.5325
17.40, 0.6630, -0.5274
17.41, 0.6592, -0.5223
17.42, 0.6554, -0.5172
17.43, 0.6517, -0.5121
