Tempo, Xref, Yref
17.44, 0.6479, -0.5069
17.45, 0.6440, -0.5017
17.46, 0.6402, -0.4965
17.47, 0.6364, -0.4913
17.48, 0.6325, -0.4861
17.49, 0.6286, -0.4808
17.50, 0.6247, -0.4755
17.51, 0.6208, -0.4703
17.52, 0.6169, -0.4649
17.53, 0.6129, -0.4596
17.54, 0.6090, -0.4543
17.55, 0.6050, -0.4489
17.56, 0.6010, -0.4436
17.57, 0.5970, -0.4382
17.58, 0.5930, -0.4328
17.59, 0.5890, -0.4274
17.60, 0.5849, -0.4219
17.61, 0.5809, -0.4165
17.62, 0.5768, -0.4110
17.63, 0.5727, -0.4055
17.64, 0.5686, -0.4001
17.65, 0.5645, -0.3945
17.66, 0.5603, -0.3890
17.67, 0.5562, -0.3835
17.68, 0.5520, -0.3779
17.69, 0.5478, -0.3724
17.70, 0.5436, -0.3668
17.71, 0.5394, -0.3612
17.72, 0.5352, -0.3556
17.73, 0.5310, -0.3500
17.74, 0.5268, -0.3444
17.75, 0.5225, -0.3387
17.76, 0.5182, -0.3331
17.77, 0.5139, -0.3274
17.78, 0.5097, -0.3217
17.79, 0.5053, -0.3161
17.80, 0.5010, -0.3104
17.81, 0.4967, -0.3047
17.82, 0.4923, -0.2989
17.83, 0.4880, -0.2932
17.84, 0.4836, -0.2875
17.85, 0.4792, -0.2817
17.86, 0.4748, -0.2759
17.87, 0.4704, -0.2702
17.88, 0.4660, -0.2644
17.89, 0.4616, -0.2586
17.90, 0.4571, -0.2528
17.91, 0.4527, -0.2470
17.92, 0.4482, -0.2412
17.93, 0.4437, -0.2353
17.94, 0.4393, -0.2295
17.95, 0.4348, -0.2237
17.96, 0.4303, -0.2178
17.97, 0.4257, -0.2120
17.98, 0.4212, -0.2061
17.99, 0.4167, -0.2002
18.00, 0.4121, -0.1943
18.01, 0.4076, -0.1884
18.02, 0.4030, -0.1825
18.03, 0.3984, -0.1766
18.04, 0.3938, -0.1707
18.05, 0.3892, -0.1648
18.06, 0.3846, -0.1589
18.07, 0.3800, -0.1530
18.08, 0.3754, -0.1470
18.09, 0.3707, -0.1411
18.10, 0.3661, -0.1352
18.11, 0.3614, -0.1292
18.12, 0.3567, -0.1233
18.13, 0.3521, -0.1173
18.14, 0.3474, -0.1113
18.15, 0.3427, -0.1054
18.16, 0.3380, -0.0994
18.17, 0.3333, -0.0934
18.18, 0.3286, -0.0875
18.19, 0.3238, -0.0815
18.20, 0.3191, -0.0755
18.21, 0.3144, -0.0695
18.22, 0.3096, -0.0635
18.23, 0.3048, -0.0575
18.24, 0.3001, -0.0516
18.25, 0.2953, -0.0456
18.26, 0.2905, -0.0396
18.27, 0.2857, -0.0336
18.28, 0.2809, -0.0276
18.29, 0.2761, -0.0216
18.30, 0.2713, -0.0156
18.31, 0.2665, -0.0096
18.32, 0.2617, -0.0036
18.33, 0.2569, 0.0024
18.34, 0.2520, 0.0084
18.35, 0.2472, 0.0144
18.36, 0.2423, 0.0204
18.37, 0.2375, 0.0264
18.38, 0.2326, 0.0324
18.39, 0.2278, 0.0384
18.40, 0.2229, 0.0444
18.41, 0.2180, 0.0504
18.42, 0.2131, 0.0564
18.43, 0.2082, 0.0624
18.44, 0.2033, 0.0684
18.45, 0.1985, 0.0744
18.46, 0.1935, 0.0803
18.47, 0.1886, 0.0863
18.48, 0.1837, 0.0923
18.49, 0.1788, 0.0983
18.50, 0.1739, 0.1042
18.51, 0.1690, 0.1102
18.52, 0.1640, 0.1162
18.53, 0.1591, 0.1221
18.54, 0.1542, 0.1281
18.55, 0.1492, 0.1340
18.56, 0.1443, 0.1400
18.57, 0.1393, 0.1459
18.58, 0.1344, 0.1518
18.59, 0.1294, 0.1578
18.60, 0.1245, 0.1637
18.61, 0.1195, 0.1696
18.62, 0.1145, 0.1755
18.63, 0.1096, 0.1814
18.64, 0.1046, 0.1873
18.65, 0.0996, 0.1932
18.66, 0.0946, 0.1991
18.67, 0.0897, 0.2050
18.68, 0.0847, 0.2108
18.69, 0.0797, 0.2167
18.70, 0.0747, 0.2225
18.71, 0.0697, 0.2284
18.72, 0.0647, 0.2342
18.73, 0.0597, 0.2401
18.74, 0.0548, 0.2459
18.75, 0.0498, 0.2517
18.76, 0.0448, 0.2575
18.77, 0.0398, 0.2633
18.78, 0.0348, 0.2691
18.79, 0.0298, 0.2748
18.80, 0.0248, 0.2806
18.81, 0.0198, 0.2864
18.82, 0.0148, 0.2921
18.83, 0.0098, 0.2978
18.84, 0.0048, 0.3036
18.85, -0.0002, 0.3093
18.86, -0.0052, 0.3150
18.87, -0.0102, 0.3207
18.88, -0.0152, 0.3263
18.89, -0.0202, 0.3320
18.90, -0.0252, 0.3377
18.91, -0.0302, 0.3433
18.92, -0.0352, 0.3489
18.93, -0.0402, 0.3545
18.94, -0.0452, 0.3601
18.95, -0.0502, 0.3657
18.96, -0.0552, 0.3713
18.97, -0.0602, 0.3769
18.98, -0.0652, 0.3824
18.99, -0.0702, 0.3880
19.00, -0.0752, 0.3935
19.01, -0.0801, 0.3990
19.02, -0.0851, 0.4045
19.03, -0.0901, 0.4100
19.04, -0.0951, 0.4154
19.05, -0.1001, 0.4209
19.06, -0.1050, 0.4263
19.07, -0.1100, 0.4317
19.08, -0.1150, 0.4371
19.09, -0.1199, 0.4425
19.10, -0.1249, 0.4479
19.11, -0.1299, 0.4533
19.12, -0.1348, 0.4586
19.13, -0.1398, 0.4639
19.14, -0.1447, 0.4692
19.15, -0.1497, 0.4745
19.16, -0.1546, 0.4798
19.17, -0.1595, 0.4851
19.18, -0.1645, 0.4903
19.19, -0.1694, 0.4955
19.20, -0.1743, 0.5007
19.21, -0.1792, 0.5059
19.22, -0.1842, 0.5111
19.23, -0.1891, 0.5162
19.24, -0.1940, 0.5213
19.25, -0.1989, 0.5265
19.26, -0.2038, 0.5315
19.27, -0.2087, 0.5366
19.28, -0.2136, 0.5417
19.29, -0.2184, 0.5467
19.30, -0.2233, 0.5517
19.31, -0.2282, 0.5567
19.32, -0.2331, 0.5617
19.33, -0.2379, 0.5666
19.34, -0.2428, 0.5716
19.35, -0.2476, 0.5765
19.36, -0.2525, 0.5814
19.37, -0.2573, 0.5863
19.38, -0.2621, 0.5911
19.39, -0.2669, 0.5959
19.40, -0.2718, 0.6007
19.41, -0.2766, 0.6055
19.42, -0.2814, 0.6103
19.43, -0.2862, 0.6150
19.44, -0.2910, 0.6198
19.45, -0.2957, 0.6244
19.46, -0.3005, 0.6291
19.47, -0.3053, 0.6338
19.48, -0.3100, 0.6384
19.49, -0.3148, 0.6430
19.50, -0.3195, 0.6476
19.51, -0.3243, 0.6522
19.52, -0.3290, 0.6567
19.53, -0.3337, 0.6612
19.54, -0.3384, 0.6657
19.55, -0.3431, 0.6702
19.56, -0.3478, 0.6746
19.57, -0.3525, 0.6790
19.58, -0.3572, 0.6834
19.59, -0.3618, 0.6878
19.60, -0.3665, 0.6921
19.61, -0.3711, 0.6964
19.62, -0.3758, 0.7007
19.63, -0.3804, 0.7050
19.64, -0.3850, 0.7092
19.65, -0.3896, 0.7135
19.66, -0.3942, 0.7177
19.67, -0.3988, 0.7218
19.68, -0.4034, 0.7260
19.69, -0.4080, 0.7301
19.70, -0.4125, 0.7342
19.71, -0.4171, 0.7382
19.72, -0.4216, 0.7423
19.73, -0.4261, 0.7463
19.74, -0.4307, 0.7502
19.75, -0.4352, 0.7542
19.76, -0.4397, 0.7581
19.77, -0.4441, 0.7620
19.78, -0.4486, 0.7659
19.79, -0.4531, 0.7697
19.80, -0.4575, 0.7736
19.81, -0.4620, 0.7773
19.82, -0.4664, 0.7811
19.83, -0.4708, 0.7848
19.84, -0.4752, 0.7885
19.85, -0.4796, 0.7922
19.86, -0.4840, 0.7959
19.87, -0.4884, 0.7995
19.88, -0.4927, 0.8031
19.89, -0.4971, 0.8066
19.90, -0.5014, 0.8102
19.91, -0.5057, 0.8137
19.92, -0.5100, 0.8171
19.93, -0.5143, 0.8206
19.94, -0.5186, 0.8240
19.95, -0.5229, 0.8274
19.96, -0.5271, 0.8307
19.97, -0.5314, 0.8341
19.98, -0.5356, 0.8374
19.99, -0.5398, 0.8406
