Tempo, Posicao X, Posicao Y, Orientacao
10.200000, -0.534892, 1.864517, 9.706903
10.230000, -0.563757, 1.856346, 9.688053
10.260000, -0.592772, 1.848721, 9.669204
10.290000, -0.621925, 1.841644, 9.650354
10.320000, -0.651206, 1.835118, 9.631504
10.350000, -0.670793, 1.831074, 9.618938
10.380000, -0.700264, 1.825471, 9.600089
10.410000, -0.729837, 1.820425, 9.581239
10.440000, -0.759498, 1.815936, 9.562389
10.470000, -0.789240, 1.812008, 9.543540
10.500000, -0.819050, 1.808641, 9.524690
10.530000, -0.848918, 1.805836, 9.505841
10.560000, -0.878834, 1.803595, 9.486991
10.590000, -0.908786, 1.801918, 9.468142
10.620000, -0.938765, 1.800805, 9.449292
10.650000, -0.968760, 1.800259, 9.430443
10.680000, -0.998760, 1.800277, 9.411593
10.710000, -1.028754, 1.800861, 9.392743
10.740000, -1.058731, 1.802010, 9.373894
10.770000, -1.088682, 1.803724, 9.355044
10.800000, -1.118595, 1.806003, 9.336195
10.830000, -1.148459, 1.808844, 9.317345
10.860000, -1.168337, 1.811051, 9.304779
10.890000, -1.198098, 1.814830, 9.285929
10.920000, -1.227782, 1.819168, 9.267080
10.950000, -1.257379, 1.824066, 9.248230
10.980000, -1.286879, 1.829520, 9.229381
11.010000, -1.316270, 1.835529, 9.210531
11.040000, -1.345544, 1.842092, 9.191681
11.070000, -1.374688, 1.849205, 9.172832
11.100000, -1.403693, 1.856866, 9.153982
11.130000, -1.432548, 1.865072, 9.135133
11.160000, -1.461244, 1.873821, 9.116283
11.190000, -1.489769, 1.883109, 9.097434
11.220000, -1.518115, 1.892933, 9.078584
11.250000, -1.546270, 1.903289, 9.059735
11.280000, -1.574225, 1.914175, 9.040885
11.310000, -1.601970, 1.925585, 9.022035
11.340000, -1.629495, 1.937516, 9.003186
11.370000, -1.656790, 1.949964, 8.984336
11.400000, -1.683845, 1.962925, 8.965487
11.430000, -1.701745, 1.971847, 8.952920
11.460000, -1.728380, 1.985651, 8.934071
11.490000, -1.754750, 1.999954, 8.915221
11.520000, -1.780846, 2.014752, 8.896372
11.550000, -1.806659, 2.030039, 8.877522
11.580000, -1.832179, 2.045810, 8.858673
11.610000, -1.857396, 2.062059, 8.839823
11.640000, -1.882304, 2.078780, 8.820974
11.670000, -1.906891, 2.095968, 8.802124
11.700000, -1.931151, 2.113617, 8.783274
11.730000, -1.955073, 2.131719, 8.764425
11.760000, -1.978650, 2.150269, 8.745575
11.790000, -2.001873, 2.169260, 8.726726
11.820000, -2.024734, 2.188686, 8.707876
11.850000, -2.047225, 2.208539, 8.689027
11.880000, -2.069337, 2.228812, 8.670177
11.910000, -2.091064, 2.249499, 8.651328
11.940000, -2.112396, 2.270591, 8.632478
11.970000, -2.126396, 2.284875, 8.619912
12.000000, -2.147055, 2.306627, 8.601062
12.030000, -2.167301, 2.328764, 8.582212
12.060000, -2.187127, 2.351280, 8.563363
12.090000, -2.206524, 2.374165, 8.544513
12.120000, -2.225486, 2.397411, 8.525664
12.150000, -2.244007, 2.421011, 8.506814
12.180000, -2.262080, 2.444956, 8.487965
12.210000, -2.279698, 2.469237, 8.469115
12.240000, -2.296856, 2.493846, 8.450266
12.270000, -2.313547, 2.518774, 8.431416
12.300000, -2.329764, 2.544012, 8.412566
12.330000, -2.345504, 2.569551, 8.393717
12.360000, -2.360759, 2.595382, 8.374867
12.390000, -2.375524, 2.621497, 8.356018
12.420000, -2.389795, 2.647885, 8.337168
12.450000, -2.403565, 2.674537, 8.318319
12.480000, -2.416831, 2.701444, 8.299469
12.510000, -2.429588, 2.728596, 8.280620
12.540000, -2.437807, 2.746829, 8.268053
12.570000, -2.449704, 2.774369, 8.249204
12.600000, -2.461080, 2.802128, 8.230354
12.630000, -2.471931, 2.830096, 8.211505
12.660000, -2.482253, 2.858264, 8.192655
12.690000, -2.492042, 2.886622, 8.173805
12.720000, -2.501294, 2.915159, 8.154956
12.750000, -2.510008, 2.943865, 8.136106
12.780000, -2.518178, 2.972731, 8.117257
12.810000, -2.525803, 3.001745, 8.098407
12.840000, -2.532880, 3.030898, 8.079558
12.870000, -2.539406, 3.060179, 8.060708
12.900000, -2.545379, 3.089578, 8.041859
12.930000, -2.550797, 3.119085, 8.023009
12.960000, -2.555658, 3.148688, 8.004159
12.990000, -2.558588, 3.168472, 7.991593
13.020000, -2.562516, 3.198213, 7.972744
13.050000, -2.565884, 3.228023, 7.953894
13.080000, -2.568688, 3.257892, 7.935044
13.110000, -2.570930, 3.287807, 7.916195
13.140000, -2.572607, 3.317760, 7.897345
13.170000, -2.573719, 3.347739, 7.878496
13.200000, -2.574266, 3.377734, 7.859646
13.230000, -2.574247, 3.407733, 7.840797
13.260000, -2.573663, 3.437727, 7.821947
13.290000, -2.572514, 3.467705, 7.803098
13.320000, -2.570800, 3.497655, 7.784248
13.350000, -2.568522, 3.527568, 7.765398
13.380000, -2.565680, 3.557433, 7.746549
13.410000, -2.562276, 3.587239, 7.727699
13.440000, -2.558310, 3.616975, 7.708850
13.470000, -2.555356, 3.636756, 7.696283
13.500000, -2.550458, 3.666353, 7.677434
13.530000, -2.545004, 3.695852, 7.658584
13.560000, -2.538995, 3.725244, 7.639735
13.590000, -2.532432, 3.754517, 7.620885
13.620000, -2.525320, 3.783661, 7.602036
13.650000, -2.517659, 3.812666, 7.583186
13.680000, -2.509452, 3.841522, 7.564336
13.710000, -2.500704, 3.870217, 7.545487
13.740000, -2.491415, 3.898743, 7.526637
13.770000, -2.481591, 3.927088, 7.507788
13.800000, -2.471235, 3.955243, 7.488938
13.830000, -2.460349, 3.983198, 7.470089
13.860000, -2.448939, 4.010943, 7.451239
13.890000, -2.437008, 4.038468, 7.432390
13.920000, -2.424560, 4.065763, 7.413540
13.950000, -2.411600, 4.092819, 7.394690
13.980000, -2.402677, 4.110718, 7.382124
14.010000, -2.388873, 4.137354, 7.363275
14.040000, -2.374570, 4.163724, 7.344425
14.070000, -2.359772, 4.189820, 7.325575
14.100000, -2.344485, 4.215632, 7.306726
14.130000, -2.328714, 4.241152, 7.287876
14.160000, -2.312465, 4.266370, 7.269027
14.190000, -2.295744, 4.291277, 7.250177
