Thread, Chamada, T(k), Jitter(k)
Simulacao, 663, 0.010185, 0.000185
Simulacao, 664, 0.010402, 0.000402
Simulacao, 665, 0.010403, 0.000403
Simulacao, 666, 0.010200, 0.000200
Simulacao, 667, 0.010188, 0.000188
Simulacao, 668, 0.010404, 0.000404
Simulacao, 669, 0.010408, 0.000408
Simulacao, 670, 0.010407, 0.000407
Simulacao, 671, 0.010145, 0.000145
Simulacao, 672, 0.010405, 0.000405
Simulacao, 673, 0.010196, 0.000196
Simulacao, 674, 0.010406, 0.000406
Simulacao, 675, 0.010152, 0.000152
Simulacao, 676, 0.010411, 0.000411
Simulacao, 677, 0.010406, 0.000406
Simulacao, 678, 0.010411, 0.000411
Simulacao, 679, 0.010430, 0.000430
Simulacao, 680, 0.010191, 0.000191
Simulacao, 681, 0.010317, 0.000317
Simulacao, 682, 0.010407, 0.000407
Simulacao, 683, 0.010401, 0.000401
Simulacao, 684, 0.010343, 0.000343
Simulacao, 685, 0.010408, 0.000408
Simulacao, 686, 0.010403, 0.000403
Simulacao, 687, 0.010193, 0.000193
Simulacao, 688, 0.010411, 0.000411
Simulacao, 689, 0.010407, 0.000407
Simulacao, 690, 0.010183, 0.000183
Simulacao, 691, 0.010401, 0.000401
Simulacao, 692, 0.010403, 0.000403
Simulacao, 693, 0.010390, 0.000390
Simulacao, 694, 0.010406, 0.000406
Simulacao, 695, 0.010184, 0.000184
Simulacao, 696, 0.010202, 0.000202
Simulacao, 697, 0.010197, 0.000197
Simulacao, 698, 0.010135, 0.000135
Simulacao, 699, 0.010139, 0.000139
Simulacao, 700, 0.010379, 0.000379
Simulacao, 701, 0.010410, 0.000410
Simulacao, 702, 0.010172, 0.000172
Simulacao, 703, 0.010262, 0.000262
Simulacao, 704, 0.010179, 0.000179
Simulacao, 705, 0.010254, 0.000254
Simulacao, 706, 0.010173, 0.000173
Simulacao, 707, 0.010153, 0.000153
Simulacao, 708, 0.010139, 0.000139
Simulacao, 709, 0.010405, 0.000405
Simulacao, 710, 0.010194, 0.000194
Simulacao, 711, 0.010198, 0.000198
Simulacao, 712, 0.010267, 0.000267
Simulacao, 713, 0.010404, 0.000404
Simulacao, 714, 0.010197, 0.000197
Simulacao, 715, 0.010180, 0.000180
Simulacao, 716, 0.010405, 0.000405
Simulacao, 717, 0.010404, 0.000404
Simulacao, 718, 0.010189, 0.000189
Simulacao, 719, 0.010404, 0.000404
Simulacao, 720, 0.010403, 0.000403
Simulacao, 721, 0.010394, 0.000394
Simulacao, 722, 0.010401, 0.000401
Simulacao, 723, 0.010402, 0.000402
Simulacao, 724, 0.010405, 0.000405
Simulacao, 725, 0.010406, 0.000406
Simulacao, 726, 0.010407, 0.000407
Simulacao, 727, 0.010264, 0.000264
Simulacao, 728, 0.010228, 0.000228
Simulacao, 729, 0.010185, 0.000185
Simulacao, 730, 0.010114, 0.000114
Simulacao, 731, 0.010121, 0.000121
Simulacao, 732, 0.010370, 0.000370
Simulacao, 733, 0.010402, 0.000402
Simulacao, 734, 0.010132, 0.000132
Simulacao, 735, 0.010393, 0.000393
Simulacao, 736, 0.010404, 0.000404
Simulacao, 737, 0.010161, 0.000161
Simulacao, 738, 0.010412, 0.000412
Simulacao, 739, 0.010188, 0.000188
Simulacao, 740, 0.010176, 0.000176
Simulacao, 741, 0.010381, 0.000381
Simulacao, 742, 0.010403, 0.000403
Simulacao, 743, 0.010381, 0.000381
Simulacao, 744, 0.010143, 0.000143
Simulacao, 745, 0.010323, 0.000323
Simulacao, 746, 0.010194, 0.000194
Simulacao, 747, 0.010198, 0.000198
Simulacao, 748, 0.010405, 0.000405
Simulacao, 749, 0.010196, 0.000196
Simulacao, 750, 0.010195, 0.000195
Simulacao, 751, 0.010405, 0.000405
Simulacao, 752, 0.010147, 0.000147
Simulacao, 753, 0.010378, 0.000378
Simulacao, 754, 0.010414, 0.000414
Simulacao, 755, 0.010400, 0.000400
Simulacao, 756, 0.010406, 0.000406
Simulacao, 757, 0.010389, 0.000389
Simulacao, 758, 0.010146, 0.000146
Simulacao, 759, 0.010400, 0.000400
Simulacao, 760, 0.010404, 0.000404
Simulacao, 761, 0.010403, 0.000403
Simulacao, 762, 0.010121, 0.000121
Simulacao, 763, 0.010196, 0.000196
Simulacao, 764, 0.010205, 0.000205
Simulacao, 765, 0.010386, 0.000386
Simulacao, 766, 0.010407, 0.000407
Simulacao, 767, 0.010414, 0.000414
Simulacao, 768, 0.010183, 0.000183
Simulacao, 769, 0.010401, 0.000401
Simulacao, 770, 0.010413, 0.000413
Simulacao, 771, 0.010409, 0.000409
Simulacao, 772, 0.010386, 0.000386
Simulacao, 773, 0.010138, 0.000138
Simulacao, 774, 0.010399, 0.000399
Simulacao, 775, 0.010384, 0.000384
Simulacao, 776, 0.010319, 0.000319
Simulacao, 777, 0.010399, 0.000399
Simulacao, 778, 0.010176, 0.000176
Simulacao, 779, 0.010398, 0.000398
Simulacao, 780, 0.010401, 0.000401
Simulacao, 781, 0.010219, 0.000219
Simulacao, 782, 0.010402, 0.000402
Simulacao, 783, 0.010195, 0.000195
Simulacao, 784, 0.010185, 0.000185
Simulacao, 785, 0.010195, 0.000195
Simulacao, 786, 0.010385, 0.000385
Simulacao, 787, 0.010193, 0.000193
Simulacao, 788, 0.010195, 0.000195
Simulacao, 789, 0.010403, 0.000403
Simulacao, 790, 0.010140, 0.000140
Simulacao, 791, 0.010405, 0.000405
Simulacao, 792, 0.010381, 0.000381
Simulacao, 793, 0.010184, 0.000184
Simulacao, 794, 0.010406, 0.000406
Simulacao, 795, 0.010403, 0.000403
Simulacao, 796, 0.010133, 0.000133
Simulacao, 797, 0.010141, 0.000141
Simulacao, 798, 0.010403, 0.000403
Simulacao, 799, 0.010191, 0.000191
Simulacao, 800, 0.010397, 0.000397
Simulacao, 801, 0.010411, 0.000411
Simulacao, 802, 0.010196, 0.000196
Simulacao, 803, 0.010408, 0.000408
Simulacao, 804, 0.010397, 0.000397
Simulacao, 805, 0.010200, 0.000200
Simulacao, 806, 0.010408, 0.000408
Simulacao, 807, 0.010322, 0.000322
Simulacao, 808, 0.010199, 0.000199
Simulacao, 809, 0.010403, 0.000403
Simulacao, 810, 0.010406, 0.000406
Simulacao, 811, 0.010404, 0.000404
Simulacao, 812, 0.010185, 0.000185
Simulacao, 813, 0.010409, 0.000409
Simulacao, 814, 0.010405, 0.000405
Simulacao, 815, 0.010407, 0.000407
Simulacao, 816, 0.010398, 0.000398
Simulacao, 817, 0.010194, 0.000194
Simulacao, 818, 0.010349, 0.000349
Simulacao, 819, 0.010406, 0.000406
Simulacao, 820, 0.010134, 0.000134
Simulacao, 821, 0.010181, 0.000181
Simulacao, 822, 0.010201, 0.000201
Simulacao, 823, 0.010163, 0.000163
Simulacao, 824, 0.010402, 0.000402
Simulacao, 825, 0.010179, 0.000179
Simulacao, 826, 0.010119, 0.000119
Simulacao, 827, 0.010170, 0.000170
Simulacao, 828, 0.010174, 0.000174
Simulacao, 829, 0.010394, 0.000394
Simulacao, 830, 0.010374, 0.000374
Simulacao, 831, 0.010169, 0.000169
Simulacao, 832, 0.010389, 0.000389
Simulacao, 833, 0.010401, 0.000401
Simulacao, 834, 0.010377, 0.000377
Simulacao, 835, 0.010198, 0.000198
Simulacao, 836, 0.010405, 0.000405
Simulacao, 837, 0.010179, 0.000179
Simulacao, 838, 0.010392, 0.000392
Simulacao, 839, 0.010226, 0.000226
Simulacao, 840, 0.010388, 0.000388
Simulacao, 841, 0.010405, 0.000405
Simulacao, 842, 0.010405, 0.000405
Simulacao, 843, 0.010155, 0.000155
Simulacao, 844, 0.010129, 0.000129
Simulacao, 845, 0.010408, 0.000408
Simulacao, 846, 0.010192, 0.000192
Simulacao, 847, 0.010147, 0.000147
Simulacao, 848, 0.010396, 0.000396
Simulacao, 849, 0.010197, 0.000197
Simulacao, 850, 0.010410, 0.000410
Simulacao, 851, 0.010170, 0.000170
Simulacao, 852, 0.010396, 0.000396
Simulacao, 853, 0.010408, 0.000408
Simulacao, 854, 0.010406, 0.000406
Simulacao, 855, 0.010197, 0.000197
Simulacao, 856, 0.010196, 0.000196
Simulacao, 857, 0.010410, 0.000410
Simulacao, 858, 0.010404, 0.000404
Simulacao, 859, 0.010404, 0.000404
Simulacao, 860, 0.010408, 0.000408
Simulacao, 861, 0.010186, 0.000186
Simulacao, 862, 0.010182, 0.000182
Simulacao, 863, 0.010403, 0.000403
Simulacao, 864, 0.010399, 0.000399
Simulacao, 865, 0.010398, 0.000398
Simulacao, 866, 0.010169, 0.000169
Simulacao, 867, 0.010189, 0.000189
Simulacao, 868, 0.010403, 0.000403
Simulacao, 869, 0.010430, 0.000430
Simulacao, 870, 0.010266, 0.000266
Simulacao, 871, 0.010401, 0.000401
Simulacao, 872, 0.010120, 0.000120
Simulacao, 873, 0.010402, 0.000402
Simulacao, 874, 0.010413, 0.000413
Simulacao, 875, 0.010124, 0.000124
Simulacao, 876, 0.010404, 0.000404
Simulacao, 877, 0.010404, 0.000404
Simulacao, 878, 0.010172, 0.000172
Simulacao, 879, 0.010128, 0.000128
Simulacao, 880, 0.010389, 0.000389
Simulacao, 881, 0.010176, 0.000176
Simulacao, 882, 0.010386, 0.000386
Simulacao, 883, 0.010407, 0.000407
Simulacao, 884, 0.010200, 0.000200
Simulacao, 885, 0.010319, 0.000319
Simulacao, 886, 0.010141, 0.000141
Simulacao, 887, 0.010186, 0.000186
Simulacao, 888, 0.010403, 0.000403
Simulacao, 889, 0.010410, 0.000410
Simulacao, 890, 0.010186, 0.000186
Simulacao, 891, 0.010396, 0.000396
Simulacao, 892, 0.010405, 0.000405
Simulacao, 893, 0.010145, 0.000145
Simulacao, 894, 0.010198, 0.000198
Simulacao, 895, 0.010197, 0.000197
Simulacao, 896, 0.010227, 0.000227
Simulacao, 897, 0.010408, 0.000408
Simulacao, 898, 0.010402, 0.000402
Simulacao, 899, 0.010196, 0.000196
Simulacao, 900, 0.010134, 0.000134
Simulacao, 901, 0.010141, 0.000141
Simulacao, 902, 0.010184, 0.000184
Simulacao, 903, 0.010405, 0.000405
Simulacao, 904, 0.010408, 0.000408
Simulacao, 905, 0.010183, 0.000183
Simulacao, 906, 0.010403, 0.000403
Simulacao, 907, 0.010408, 0.000408
Simulacao, 908, 0.010403, 0.000403
Simulacao, 909, 0.010185, 0.000185
Simulacao, 910, 0.010196, 0.000196
Simulacao, 911, 0.010141, 0.000141
Simulacao, 912, 0.010183, 0.000183
Simulacao, 913, 0.010185, 0.000185
Simulacao, 914, 0.010435, 0.000435
Simulacao, 915, 0.010142, 0.000142
Simulacao, 916, 0.010402, 0.000402
Simulacao, 917, 0.010175, 0.000175
Simulacao, 918, 0.010399, 0.000399
Simulacao, 919, 0.010404, 0.000404
Simulacao, 920, 0.010405, 0.000405
Simulacao, 921, 0.010166, 0.000166
Simulacao, 922, 0.010396, 0.000396
Simulacao, 923, 0.010408, 0.000408
Simulacao, 924, 0.010406, 0.000406
Simulacao, 925, 0.010181, 0.000181
Simulacao, 926, 0.010396, 0.000396
Simulacao, 927, 0.010403, 0.000403
Simulacao, 928, 0.010176, 0.000176
Simulacao, 929, 0.010182, 0.000182
Simulacao, 930, 0.010395, 0.000395
Simulacao, 931, 0.010161, 0.000161
Simulacao, 932, 0.010403, 0.000403
Simulacao, 933, 0.010401, 0.000401
Simulacao, 934, 0.010141, 0.000141
Simulacao, 935, 0.010405, 0.000405
Simulacao, 936, 0.010407, 0.000407
Simulacao, 937, 0.010170, 0.000170
Simulacao, 938, 0.010143, 0.000143
Simulacao, 939, 0.010258, 0.000258
Simulacao, 940, 0.010180, 0.000180
Simulacao, 941, 0.010396, 0.000396
Simulacao, 942, 0.010402, 0.000402
Simulacao, 943, 0.010194, 0.000194
Simulacao, 944, 0.010196, 0.000196
Simulacao, 945, 0.010409, 0.000409
Simulacao, 946, 0.010184, 0.000184
Simulacao, 947, 0.010407, 0.000407
Simulacao, 948, 0.010199, 0.000199
Simulacao, 949, 0.010147, 0.000147
Simulacao, 950, 0.010406, 0.000406
Simulacao, 951, 0.010404, 0.000404
Simulacao, 952, 0.010138, 0.000138
Simulacao, 953, 0.010404, 0.000404
Simulacao, 954, 0.010405, 0.000405
Simulacao, 955, 0.010404, 0.000404
Simulacao, 956, 0.010183, 0.000183
Simulacao, 957, 0.010411, 0.000411
Simulacao, 958, 0.010405, 0.000405
Simulacao, 959, 0.010405, 0.000405
Simulacao, 960, 0.010185, 0.000185
Simulacao, 961, 0.010400, 0.000400
Simulacao, 962, 0.010407, 0.000407
Simulacao, 963, 0.010404, 0.000404
Simulacao, 964, 0.010398, 0.000398
Simulacao, 965, 0.010410, 0.000410
Simulacao, 966, 0.010179, 0.000179
Simulacao, 967, 0.010385, 0.000385
Simulacao, 968, 0.010176, 0.000176
Simulacao, 969, 0.010167, 0.000167
Simulacao, 970, 0.010402, 0.000402
Simulacao, 971, 0.010407, 0.000407
Simulacao, 972, 0.010193, 0.000193
Simulacao, 973, 0.010179, 0.000179
Simulacao, 974, 0.010396, 0.000396
Simulacao, 975, 0.010182, 0.000182
Simulacao, 976, 0.010397, 0.000397
Simulacao, 977, 0.010405, 0.000405
Simulacao, 978, 0.010193, 0.000193
Simulacao, 979, 0.010408, 0.000408
Simulacao, 980, 0.010403, 0.000403
Simulacao, 981, 0.010197, 0.000197
Simulacao, 982, 0.010406, 0.000406
Simulacao, 983, 0.010134, 0.000134
Simulacao, 984, 0.010126, 0.000126
Simulacao, 985, 0.010398, 0.000398
Simulacao, 986, 0.010393, 0.000393
Simulacao, 987, 0.010152, 0.000152
Simulacao, 988, 0.010184, 0.000184
Simulacao, 989, 0.010405, 0.000405
Simulacao, 990, 0.010395, 0.000395
Simulacao, 991, 0.010406, 0.000406
Simulacao, 992, 0.010379, 0.000379
Simulacao, 993, 0.010400, 0.000400
Simulacao, 994, 0.010184, 0.000184
Simulacao, 995, 0.010187, 0.000187
Simulacao, 996, 0.010175, 0.000175
Simulacao, 997, 0.010196, 0.000196
Simulacao, 998, 0.010126, 0.000126
Simulacao, 999, 0.010177, 0.000177
Simulacao, 1000, 0.010394, 0.000394
Simulacao, 1001, 0.010405, 0.000405
Simulacao, 1002, 0.010402, 0.000402
Simulacao, 1003, 0.010185, 0.000185
Simulacao, 1004, 0.010176, 0.000176
Simulacao, 1005, 0.010400, 0.000400
Simulacao, 1006, 0.010189, 0.000189
Simulacao, 1007, 0.010184, 0.000184
Simulacao, 1008, 0.010396, 0.000396
Simulacao, 1009, 0.010401, 0.000401
Simulacao, 1010, 0.010419, 0.000419
Simulacao, 1011, 0.010150, 0.000150
Simulacao, 1012, 0.010139, 0.000139
Simulacao, 1013, 0.010403, 0.000403
Simulacao, 1014, 0.010407, 0.000407
Simulacao, 1015, 0.010145, 0.000145
Simulacao, 1016, 0.010275, 0.000275
Simulacao, 1017, 0.010187, 0.000187
Simulacao, 1018, 0.010402, 0.000402
Simulacao, 1019, 0.010124, 0.000124
Simulacao, 1020, 0.010393, 0.000393
Simulacao, 1021, 0.010404, 0.000404
Simulacao, 1022, 0.010134, 0.000134
Simulacao, 1023, 0.010383, 0.000383
Simulacao, 1024, 0.010408, 0.000408
Simulacao, 1025, 0.010133, 0.000133
Simulacao, 1026, 0.010395, 0.000395
Simulacao, 1027, 0.010196, 0.000196
Simulacao, 1028, 0.010192, 0.000192
Simulacao, 1029, 0.010378, 0.000378
Simulacao, 1030, 0.010294, 0.000294
Simulacao, 1031, 0.010201, 0.000201
Simulacao, 1032, 0.010196, 0.000196
Simulacao, 1033, 0.010410, 0.000410
Simulacao, 1034, 0.010195, 0.000195
Simulacao, 1035, 0.010407, 0.000407
Simulacao, 1036, 0.010408, 0.000408
Simulacao, 1037, 0.010195, 0.000195
Simulacao, 1038, 0.010409, 0.000409
Simulacao, 1039, 0.010398, 0.000398
Simulacao, 1040, 0.010197, 0.000197
Simulacao, 1041, 0.010407, 0.000407
Simulacao, 1042, 0.010307, 0.000307
Simulacao, 1043, 0.010195, 0.000195
Simulacao, 1044, 0.010412, 0.000412
Simulacao, 1045, 0.010410, 0.000410
Simulacao, 1046, 0.010122, 0.000122
Simulacao, 1047, 0.010401, 0.000401
Simulacao, 1048, 0.010406, 0.000406
Simulacao, 1049, 0.010407, 0.000407
Simulacao, 1050, 0.010379, 0.000379
Simulacao, 1051, 0.010128, 0.000128
Simulacao, 1052, 0.010212, 0.000212
Simulacao, 1053, 0.010353, 0.000353
Simulacao, 1054, 0.010141, 0.000141
Simulacao, 1055, 0.010443, 0.000443
Simulacao, 1056, 0.010186, 0.000186
Simulacao, 1057, 0.010188, 0.000188
Simulacao, 1058, 0.010200, 0.000200
Simulacao, 1059, 0.010398, 0.000398
Simulacao, 1060, 0.010404, 0.000404
Simulacao, 1061, 0.010196, 0.000196
Simulacao, 1062, 0.010198, 0.000198
Simulacao, 1063, 0.010404, 0.000404
Simulacao, 1064, 0.010190, 0.000190
Simulacao, 1065, 0.010403, 0.000403
Simulacao, 1066, 0.010131, 0.000131
Simulacao, 1067, 0.010416, 0.000416
Simulacao, 1068, 0.010407, 0.000407
Simulacao, 1069, 0.010118, 0.000118
Simulacao, 1070, 0.010128, 0.000128
Simulacao, 1071, 0.010188, 0.000188
Simulacao, 1072, 0.010183, 0.000183
Simulacao, 1073, 0.010393, 0.000393
Simulacao, 1074, 0.010414, 0.000414
Simulacao, 1075, 0.010179, 0.000179
Simulacao, 1076, 0.010398, 0.000398
Simulacao, 1077, 0.010172, 0.000172
Simulacao, 1078, 0.010181, 0.000181
Simulacao, 1079, 0.010378, 0.000378
Simulacao, 1080, 0.010216, 0.000216
Simulacao, 1081, 0.010123, 0.000123
Simulacao, 1082, 0.010373, 0.000373
Simulacao, 1083, 0.010398, 0.000398
Simulacao, 1084, 0.010199, 0.000199
Simulacao, 1085, 0.010401, 0.000401
Simulacao, 1086, 0.010401, 0.000401
Simulacao, 1087, 0.010193, 0.000193
Simulacao, 1088, 0.010404, 0.000404
Simulacao, 1089, 0.010181, 0.000181
Simulacao, 1090, 0.010175, 0.000175
Simulacao, 1091, 0.010394, 0.000394
Simulacao, 1092, 0.010351, 0.000351
Simulacao, 1093, 0.010195, 0.000195
Simulacao, 1094, 0.010404, 0.000404
Simulacao, 1095, 0.010152, 0.000152
Simulacao, 1096, 0.010168, 0.000168
Simulacao, 1097, 0.010187, 0.000187
Simulacao, 1098, 0.010188, 0.000188
Simulacao, 1099, 0.010191, 0.000191
Simulacao, 1100, 0.010136, 0.000136
Simulacao, 1101, 0.010165, 0.000165
Simulacao, 1102, 0.010187, 0.000187
Simulacao, 1103, 0.010400, 0.000400
Simulacao, 1104, 0.010148, 0.000148
Simulacao, 1105, 0.010133, 0.000133
Simulacao, 1106, 0.010398, 0.000398
Simulacao, 1107, 0.010399, 0.000399
Simulacao, 1108, 0.010403, 0.000403
Simulacao, 1109, 0.010195, 0.000195
Simulacao, 1110, 0.010184, 0.000184
Simulacao, 1111, 0.010401, 0.000401
Simulacao, 1112, 0.010188, 0.000188
Simulacao, 1113, 0.010173, 0.000173
Simulacao, 1114, 0.010406, 0.000406
Simulacao, 1115, 0.010135, 0.000135
Simulacao, 1116, 0.010408, 0.000408
Simulacao, 1117, 0.010355, 0.000355
Simulacao, 1118, 0.010197, 0.000197
Simulacao, 1119, 0.010403, 0.000403
Simulacao, 1120, 0.010403, 0.000403
Simulacao, 1121, 0.010401, 0.000401
Simulacao, 1122, 0.010147, 0.000147
Simulacao, 1123, 0.010401, 0.000401
Simulacao, 1124, 0.010204, 0.000204
Simulacao, 1125, 0.010120, 0.000120
Simulacao, 1126, 0.010392, 0.000392
Simulacao, 1127, 0.010404, 0.000404
Simulacao, 1128, 0.010152, 0.000152
Simulacao, 1129, 0.010404, 0.000404
Simulacao, 1130, 0.010403, 0.000403
Simulacao, 1131, 0.010163, 0.000163
Simulacao, 1132, 0.010167, 0.000167
Simulacao, 1133, 0.010401, 0.000401
Simulacao, 1134, 0.010181, 0.000181
Simulacao, 1135, 0.010397, 0.000397
Simulacao, 1136, 0.010327, 0.000327
Simulacao, 1137, 0.010195, 0.000195
Simulacao, 1138, 0.010408, 0.000408
Simulacao, 1139, 0.010140, 0.000140
Simulacao, 1140, 0.010370, 0.000370
Simulacao, 1141, 0.010197, 0.000197
Simulacao, 1142, 0.010405, 0.000405
Simulacao, 1143, 0.010187, 0.000187
Simulacao, 1144, 0.010198, 0.000198
Simulacao, 1145, 0.010408, 0.000408
Simulacao, 1146, 0.010393, 0.000393
Simulacao, 1147, 0.010184, 0.000184
Simulacao, 1148, 0.010400, 0.000400
Simulacao, 1149, 0.010155, 0.000155
Simulacao, 1150, 0.010410, 0.000410
Simulacao, 1151, 0.010208, 0.000208
Simulacao, 1152, 0.010195, 0.000195
Simulacao, 1153, 0.010420, 0.000420
Simulacao, 1154, 0.010190, 0.000190
Simulacao, 1155, 0.010199, 0.000199
Simulacao, 1156, 0.010399, 0.000399
Simulacao, 1157, 0.010410, 0.000410
Simulacao, 1158, 0.010401, 0.000401
Simulacao, 1159, 0.010391, 0.000391
Simulacao, 1160, 0.010405, 0.000405
Simulacao, 1161, 0.010196, 0.000196
Simulacao, 1162, 0.010131, 0.000131
Simulacao, 1163, 0.010409, 0.000409
Simulacao, 1164, 0.010194, 0.000194
Simulacao, 1165, 0.010405, 0.000405
Simulacao, 1166, 0.010267, 0.000267
Simulacao, 1167, 0.010413, 0.000413
Simulacao, 1168, 0.010410, 0.000410
Simulacao, 1169, 0.010484, 0.000484
Simulacao, 1170, 0.010127, 0.000127
Simulacao, 1171, 0.010399, 0.000399
Simulacao, 1172, 0.010181, 0.000181
Simulacao, 1173, 0.010181, 0.000181
Simulacao, 1174, 0.010191, 0.000191
Simulacao, 1175, 0.010419, 0.000419
Simulacao, 1176, 0.010405, 0.000405
Simulacao, 1177, 0.010407, 0.000407
Simulacao, 1178, 0.010125, 0.000125
Simulacao, 1179, 0.010161, 0.000161
Simulacao, 1180, 0.010398, 0.000398
Simulacao, 1181, 0.010182, 0.000182
Simulacao, 1182, 0.010309, 0.000309
Simulacao, 1183, 0.010133, 0.000133
Simulacao, 1184, 0.010201, 0.000201
Simulacao, 1185, 0.010403, 0.000403
Simulacao, 1186, 0.010436, 0.000436
Simulacao, 1187, 0.010198, 0.000198
Simulacao, 1188, 0.010194, 0.000194
Simulacao, 1189, 0.010407, 0.000407
Simulacao, 1190, 0.010388, 0.000388
Simulacao, 1191, 0.010196, 0.000196
Simulacao, 1192, 0.010133, 0.000133
Simulacao, 1193, 0.010184, 0.000184
Simulacao, 1194, 0.010107, 0.000107
Simulacao, 1195, 0.010113, 0.000113
Simulacao, 1196, 0.010175, 0.000175
Simulacao, 1197, 0.010382, 0.000382
Simulacao, 1198, 0.010191, 0.000191
Simulacao, 1199, 0.010139, 0.000139
Simulacao, 1200, 0.010400, 0.000400
Simulacao, 1201, 0.010404, 0.000404
Simulacao, 1202, 0.010146, 0.000146
Simulacao, 1203, 0.010146, 0.000146
Simulacao, 1204, 0.010134, 0.000134
Simulacao, 1205, 0.010195, 0.000195
Simulacao, 1206, 0.010197, 0.000197
Simulacao, 1207, 0.010198, 0.000198
Simulacao, 1208, 0.010139, 0.000139
Simulacao, 1209, 0.010416, 0.000416
Simulacao, 1210, 0.010436, 0.000436
Simulacao, 1211, 0.010127, 0.000127
Simulacao, 1212, 0.010409, 0.000409
Simulacao, 1213, 0.010406, 0.000406
Simulacao, 1214, 0.010169, 0.000169
Simulacao, 1215, 0.010407, 0.000407
Simulacao, 1216, 0.010193, 0.000193
Simulacao, 1217, 0.010409, 0.000409
Simulacao, 1218, 0.010401, 0.000401
Simulacao, 1219, 0.010409, 0.000409
Simulacao, 1220, 0.010404, 0.000404
Simulacao, 1221, 0.010407, 0.000407
Simulacao, 1222, 0.010180, 0.000180
Simulacao, 1223, 0.010402, 0.000402
Simulacao, 1224, 0.010406, 0.000406
Simulacao, 1225, 0.010408, 0.000408
Simulacao, 1226, 0.010172, 0.000172
Simulacao, 1227, 0.010185, 0.000185
Simulacao, 1228, 0.010406, 0.000406
Simulacao, 1229, 0.010373, 0.000373
Simulacao, 1230, 0.010378, 0.000378
Simulacao, 1231, 0.010173, 0.000173
Simulacao, 1232, 0.010189, 0.000189
Simulacao, 1233, 0.010183, 0.000183
Simulacao, 1234, 0.010166, 0.000166
Simulacao, 1235, 0.010397, 0.000397
Simulacao, 1236, 0.010398, 0.000398
Simulacao, 1237, 0.010169, 0.000169
Simulacao, 1238, 0.010380, 0.000380
Simulacao, 1239, 0.010402, 0.000402
Simulacao, 1240, 0.010382, 0.000382
Simulacao, 1241, 0.010404, 0.000404
Simulacao, 1242, 0.010399, 0.000399
Simulacao, 1243, 0.010185, 0.000185
Simulacao, 1244, 0.010406, 0.000406
Simulacao, 1245, 0.010405, 0.000405
Simulacao, 1246, 0.010396, 0.000396
Simulacao, 1247, 0.010350, 0.000350
Simulacao, 1248, 0.010407, 0.000407
Simulacao, 1249, 0.010211, 0.000211
Simulacao, 1250, 0.010401, 0.000401
Simulacao, 1251, 0.010138, 0.000138
Simulacao, 1252, 0.010399, 0.000399
Simulacao, 1253, 0.010197, 0.000197
Simulacao, 1254, 0.010405, 0.000405
Simulacao, 1255, 0.010147, 0.000147
Simulacao, 1256, 0.010243, 0.000243
Simulacao, 1257, 0.010402, 0.000402
Simulacao, 1258, 0.010404, 0.000404
Simulacao, 1259, 0.010407, 0.000407
Simulacao, 1260, 0.010379, 0.000379
Simulacao, 1261, 0.010135, 0.000135
Simulacao, 1262, 0.010406, 0.000406
Simulacao, 1263, 0.010410, 0.000410
Simulacao, 1264, 0.010141, 0.000141
Simulacao, 1265, 0.010185, 0.000185
Simulacao, 1266, 0.010191, 0.000191
Simulacao, 1267, 0.010406, 0.000406
Simulacao, 1268, 0.010424, 0.000424
Simulacao, 1269, 0.010183, 0.000183
Simulacao, 1270, 0.010411, 0.000411
Simulacao, 1271, 0.010146, 0.000146
Simulacao, 1272, 0.010406, 0.000406
Simulacao, 1273, 0.010182, 0.000182
Simulacao, 1274, 0.010294, 0.000294
Simulacao, 1275, 0.010167, 0.000167
Simulacao, 1276, 0.010180, 0.000180
Simulacao, 1277, 0.010198, 0.000198
Simulacao, 1278, 0.010170, 0.000170
Simulacao, 1279, 0.010401, 0.000401
Simulacao, 1280, 0.010406, 0.000406
Simulacao, 1281, 0.010200, 0.000200
Simulacao, 1282, 0.010486, 0.000486
Simulacao, 1283, 0.010408, 0.000408
Simulacao, 1284, 0.010190, 0.000190
Simulacao, 1285, 0.010194, 0.000194
Simulacao, 1286, 0.010406, 0.000406
Simulacao, 1287, 0.010275, 0.000275
Simulacao, 1288, 0.010405, 0.000405
Simulacao, 1289, 0.010141, 0.000141
Simulacao, 1290, 0.010195, 0.000195
Simulacao, 1291, 0.010399, 0.000399
Simulacao, 1292, 0.010412, 0.000412
Simulacao, 1293, 0.010186, 0.000186
Simulacao, 1294, 0.010199, 0.000199
Simulacao, 1295, 0.010187, 0.000187
Simulacao, 1296, 0.010198, 0.000198
Simulacao, 1297, 0.010402, 0.000402
Simulacao, 1298, 0.010406, 0.000406
Simulacao, 1299, 0.010365, 0.000365
Simulacao, 1300, 0.010177, 0.000177
Simulacao, 1301, 0.010402, 0.000402
Simulacao, 1302, 0.010198, 0.000198
Simulacao, 1303, 0.010394, 0.000394
Simulacao, 1304, 0.010197, 0.000197
Simulacao, 1305, 0.010185, 0.000185
Simulacao, 1306, 0.010396, 0.000396
Simulacao, 1307, 0.010416, 0.000416
Simulacao, 1308, 0.010406, 0.000406
Simulacao, 1309, 0.010144, 0.000144
Simulacao, 1310, 0.010148, 0.000148
Simulacao, 1311, 0.010403, 0.000403
Simulacao, 1312, 0.010309, 0.000309
