Tempo, Posicao X, Posicao Y, Orientacao
6.510000, 0.086753, 0.002565, 6.360000
6.540000, 0.116639, 0.005166, 6.390000
6.570000, 0.146434, 0.008663, 6.420000
6.600000, 0.176110, 0.013051, 6.450000
6.630000, 0.205641, 0.018328, 6.480000
6.660000, 0.235001, 0.024488, 6.510000
6.690000, 0.264163, 0.031526, 6.540000
6.720000, 0.293100, 0.039435, 6.570000
6.750000, 0.321788, 0.048209, 6.600000
6.780000, 0.350199, 0.057840, 6.630000
6.810000, 0.378308, 0.068318, 6.660000
6.840000, 0.406091, 0.079635, 6.690000
6.870000, 0.433521, 0.091780, 6.720000
6.900000, 0.460575, 0.104743, 6.750000
6.930000, 0.487228, 0.118511, 6.780000
6.960000, 0.504762, 0.128131, 6.800000
6.990000, 0.530694, 0.143214, 6.830000
7.020000, 0.556161, 0.159068, 6.860000
7.050000, 0.581142, 0.175679, 6.890000
7.080000, 0.605613, 0.193031, 6.920000
7.110000, 0.629552, 0.211110, 6.950000
7.140000, 0.652938, 0.229899, 6.980000
7.170000, 0.675751, 0.249381, 7.010000
7.200000, 0.697968, 0.269538, 7.040000
7.230000, 0.719571, 0.290353, 7.070000
7.260000, 0.740540, 0.311806, 7.100000
7.290000, 0.760856, 0.333878, 7.130000
7.320000, 0.780501, 0.356551, 7.160000
7.350000, 0.799457, 0.379802, 7.190000
7.380000, 0.817707, 0.403611, 7.220000
7.410000, 0.835234, 0.427957, 7.250000
7.440000, 0.852024, 0.452818, 7.280000
7.470000, 0.862799, 0.469666, 7.300000
7.500000, 0.878325, 0.495335, 7.330000
7.530000, 0.893074, 0.521458, 7.360000
7.560000, 0.907033, 0.548012, 7.390000
7.590000, 0.920189, 0.574972, 7.420000
7.620000, 0.932530, 0.602315, 7.450000
7.650000, 0.944046, 0.630016, 7.480000
7.680000, 0.954725, 0.658049, 7.510000
7.710000, 0.964559, 0.686391, 7.540000
7.740000, 0.973539, 0.715014, 7.570000
